"","tribe","species"
"323","Neotragini","ourebi"
"324","Neotragini","ourebi"
"325","Neotragini","ourebi"
"326","Neotragini","ourebi"
"328","Neotragini","ourebi"
"329","Neotragini","capreolus"
"330","Neotragini","capreolus"
"331","Neotragini","capreolus"
"332","Neotragini","capreolus"
"333","Neotragini","capreolus"
"334","Neotragini","capreolus"
"335","Neotragini","capreolus"
"336","Neotragini","capreolus"
"337","Neotragini","capreolus"
"338","Neotragini","capreolus"
"340","Neotragini","capreolus"
"341","Neotragini","capreolus"
"342","Neotragini","capreolus"
"343","Neotragini","capreolus"
"344","Neotragini","capreolus"
"345","Neotragini","capreolus"
"347","Neotragini","capreolus"
"348","Neotragini","capreolus"
"353","Neotragini","campestris"
"354","Neotragini","campestris"
"355","Neotragini","campestris"
"356","Neotragini","campestris"
"357","Neotragini","campestris"
"360","Neotragini","campestris"
"361","Neotragini","campestris"
"366","Neotragini","campestris"
"367","Neotragini","campestris"
"368","Neotragini","campestris"
"369","Neotragini","campestris"
"370","Neotragini","campestris"
"371","Neotragini","campestris"
"372","Neotragini","campestris"
"373","Neotragini","campestris"
"374","Neotragini","campestris"
"375","Neotragini","campestris"
"376","Neotragini","campestris"
"377","Neotragini","campestris"
"378","Neotragini","campestris"
"379","Neotragini","campestris"
"380","Neotragini","campestris"
"382","Neotragini","campestris"
"383","Neotragini","campestris"
"385","Reduncini","ellipsiprymnus"
"386","Reduncini","ellipsiprymnus"
"387","Reduncini","ellipsiprymnus"
"388","Reduncini","ellipsiprymnus"
"389","Reduncini","ellipsiprymnus"
"390","Reduncini","ellipsiprymnus"
"391","Reduncini","ellipsiprymnus"
"393","Reduncini","ellipsiprymnus"
"394","Reduncini","ellipsiprymnus"
"395","Reduncini","ellipsiprymnus"
"396","Reduncini","ellipsiprymnus"
"397","Reduncini","ellipsiprymnus"
"398","Reduncini","ellipsiprymnus"
"399","Reduncini","ellipsiprymnus"
"400","Reduncini","ellipsiprymnus"
"401","Reduncini","ellipsiprymnus"
"402","Reduncini","ellipsiprymnus"
"403","Reduncini","ellipsiprymnus"
"404","Reduncini","ellipsiprymnus"
"405","Reduncini","ellipsiprymnus"
"406","Reduncini","ellipsiprymnus"
"407","Reduncini","ellipsiprymnus"
"409","Reduncini","ellipsiprymnus"
"410","Reduncini","ellipsiprymnus"
"411","Reduncini","ellipsiprymnus"
"412","Reduncini","ellipsiprymnus"
"413","Reduncini","ellipsiprymnus"
"414","Reduncini","ellipsiprymnus"
"415","Reduncini","leche"
"416","Reduncini","leche"
"417","Reduncini","leche"
"419","Reduncini","leche"
"420","Reduncini","leche"
"421","Reduncini","leche"
"423","Reduncini","leche"
"424","Reduncini","leche"
"425","Reduncini","leche"
"427","Reduncini","leche"
"428","Reduncini","leche"
"429","Reduncini","leche"
"432","Reduncini","leche"
"434","Reduncini","leche"
"435","Reduncini","leche"
"436","Reduncini","leche"
"438","Reduncini","leche"
"439","Reduncini","arundinum"
"441","Reduncini","arundinum"
"442","Reduncini","arundinum"
"443","Reduncini","arundinum"
"444","Reduncini","arundinum"
"445","Reduncini","arundinum"
"446","Reduncini","arundinum"
"447","Reduncini","arundinum"
"448","Reduncini","arundinum"
"450","Reduncini","arundinum"
"451","Reduncini","arundinum"
"452","Reduncini","arundinum"
"453","Reduncini","arundinum"
"454","Reduncini","arundinum"
"458","Reduncini","arundinum"
"459","Reduncini","arundinum"
"460","Reduncini","arundinum"
"461","Reduncini","arundinum"
"462","Reduncini","arundinum"
"463","Reduncini","arundinum"
"464","Reduncini","fulvorufulva"
"466","Reduncini","fulvorufulva"
"467","Reduncini","fulvorufulva"
"468","Reduncini","fulvorufulva"
"469","Reduncini","fulvorufulva"
"470","Reduncini","fulvorufulva"
"471","Reduncini","fulvorufulva"
"472","Reduncini","fulvorufulva"
"473","Reduncini","fulvorufulva"
"474","Reduncini","fulvorufulva"
"477","Reduncini","fulvorufulva"
"479","Reduncini","fulvorufulva"
"480","Reduncini","fulvorufulva"
"481","Reduncini","fulvorufulva"
"482","Reduncini","fulvorufulva"
"484","Reduncini","fulvorufulva"
"487","Reduncini","fulvorufulva"
"488","Reduncini","fulvorufulva"
"489","Reduncini","fulvorufulva"
"490","Reduncini","fulvorufulva"
"491","Reduncini","fulvorufulva"
"492","Reduncini","fulvorufulva"
"494","Tragelaphini","oryx"
"495","Tragelaphini","oryx"
"496","Tragelaphini","oryx"
"497","Tragelaphini","oryx"
"499","Tragelaphini","oryx"
"501","Tragelaphini","oryx"
"502","Tragelaphini","oryx"
"503","Tragelaphini","oryx"
"504","Tragelaphini","oryx"
"505","Tragelaphini","oryx"
"506","Tragelaphini","oryx"
"507","Tragelaphini","oryx"
"509","Tragelaphini","oryx"
"510","Tragelaphini","oryx"
"511","Tragelaphini","oryx"
"513","Tragelaphini","oryx"
"515","Tragelaphini","oryx"
"516","Tragelaphini","oryx"
"518","Tragelaphini","oryx"
"519","Tragelaphini","scriptus"
"520","Tragelaphini","scriptus"
"521","Tragelaphini","scriptus"
"522","Tragelaphini","scriptus"
"523","Tragelaphini","scriptus"
"524","Tragelaphini","scriptus"
"525","Tragelaphini","scriptus"
"527","Tragelaphini","scriptus"
"528","Tragelaphini","scriptus"
"529","Tragelaphini","scriptus"
"530","Tragelaphini","scriptus"
"531","Tragelaphini","scriptus"
"533","Tragelaphini","scriptus"
"534","Tragelaphini","scriptus"
"535","Tragelaphini","scriptus"
"537","Tragelaphini","scriptus"
"538","Tragelaphini","scriptus"
"539","Tragelaphini","scriptus"
"540","Tragelaphini","scriptus"
"541","Tragelaphini","scriptus"
"542","Tragelaphini","scriptus"
"543","Tragelaphini","scriptus"
"544","Tragelaphini","scriptus"
"545","Tragelaphini","scriptus"
"546","Tragelaphini","scriptus"
"547","Tragelaphini","scriptus"
"548","Tragelaphini","scriptus"
"549","Tragelaphini","scriptus"
"550","Tragelaphini","scriptus"
"552","Tragelaphini","scriptus"
"554","Tragelaphini","scriptus"
"555","Tragelaphini","scriptus"
"557","Tragelaphini","scriptus"
"558","Tragelaphini","strepsiceros"
"560","Tragelaphini","strepsiceros"
"561","Tragelaphini","strepsiceros"
"563","Tragelaphini","strepsiceros"
"564","Tragelaphini","strepsiceros"
"565","Tragelaphini","strepsiceros"
"567","Tragelaphini","strepsiceros"
"568","Tragelaphini","strepsiceros"
"569","Tragelaphini","strepsiceros"
"572","Tragelaphini","strepsiceros"
"574","Tragelaphini","strepsiceros"
"575","Tragelaphini","strepsiceros"
"576","Tragelaphini","strepsiceros"
"577","Tragelaphini","strepsiceros"
"578","Tragelaphini","strepsiceros"
"579","Tragelaphini","strepsiceros"
"580","Tragelaphini","strepsiceros"
"581","Tragelaphini","strepsiceros"
"582","Tragelaphini","strepsiceros"
