"","tribe","species"
"340","Neotragini","ourebi"
"342","Neotragini","ourebi"
"343","Neotragini","ourebi"
"344","Neotragini","capreolus"
"345","Neotragini","capreolus"
"347","Neotragini","capreolus"
"349","Neotragini","capreolus"
"350","Neotragini","capreolus"
"351","Neotragini","capreolus"
"353","Neotragini","capreolus"
"354","Neotragini","capreolus"
"355","Neotragini","capreolus"
"356","Neotragini","capreolus"
"358","Neotragini","capreolus"
"359","Neotragini","capreolus"
"360","Neotragini","capreolus"
"361","Neotragini","capreolus"
"362","Neotragini","capreolus"
"363","Neotragini","capreolus"
"364","Neotragini","campestris"
"365","Neotragini","campestris"
"366","Neotragini","campestris"
"368","Neotragini","campestris"
"369","Neotragini","campestris"
"370","Neotragini","campestris"
"373","Neotragini","campestris"
"374","Neotragini","campestris"
"375","Neotragini","campestris"
"377","Neotragini","campestris"
"378","Neotragini","campestris"
"379","Neotragini","campestris"
"380","Neotragini","campestris"
"381","Neotragini","campestris"
"383","Neotragini","campestris"
"384","Neotragini","campestris"
"385","Neotragini","campestris"
"386","Neotragini","campestris"
"388","Neotragini","campestris"
"389","Neotragini","campestris"
"390","Neotragini","campestris"
"391","Neotragini","campestris"
"392","Neotragini","campestris"
"395","Neotragini","campestris"
"396","Neotragini","campestris"
"397","Neotragini","campestris"
"398","Neotragini","campestris"
"399","Neotragini","campestris"
"400","Neotragini","campestris"
"402","Neotragini","campestris"
"403","Neotragini","campestris"
"404","Neotragini","campestris"
"405","Reduncini","ellipsiprymnus"
"406","Reduncini","ellipsiprymnus"
"407","Reduncini","ellipsiprymnus"
"408","Reduncini","ellipsiprymnus"
"409","Reduncini","ellipsiprymnus"
"412","Reduncini","ellipsiprymnus"
"413","Reduncini","ellipsiprymnus"
"414","Reduncini","ellipsiprymnus"
"415","Reduncini","ellipsiprymnus"
"417","Reduncini","ellipsiprymnus"
"418","Reduncini","ellipsiprymnus"
"419","Reduncini","ellipsiprymnus"
"420","Reduncini","ellipsiprymnus"
"421","Reduncini","ellipsiprymnus"
"422","Reduncini","ellipsiprymnus"
"424","Reduncini","ellipsiprymnus"
"425","Reduncini","ellipsiprymnus"
"426","Reduncini","ellipsiprymnus"
"427","Reduncini","ellipsiprymnus"
"429","Reduncini","ellipsiprymnus"
"430","Reduncini","ellipsiprymnus"
"431","Reduncini","leche"
"432","Reduncini","leche"
"433","Reduncini","leche"
"434","Reduncini","leche"
"435","Reduncini","leche"
"436","Reduncini","leche"
"437","Reduncini","leche"
"438","Reduncini","leche"
"440","Reduncini","leche"
"441","Reduncini","leche"
"442","Reduncini","leche"
"443","Reduncini","leche"
"444","Reduncini","leche"
"445","Reduncini","leche"
"446","Reduncini","leche"
"447","Reduncini","leche"
"448","Reduncini","leche"
"449","Reduncini","leche"
"450","Reduncini","leche"
"451","Reduncini","leche"
"452","Reduncini","leche"
"453","Reduncini","leche"
"454","Reduncini","leche"
"455","Reduncini","arundinum"
"456","Reduncini","arundinum"
"457","Reduncini","arundinum"
"460","Reduncini","arundinum"
"461","Reduncini","arundinum"
"463","Reduncini","arundinum"
"465","Reduncini","arundinum"
"466","Reduncini","arundinum"
"468","Reduncini","arundinum"
"470","Reduncini","arundinum"
"471","Reduncini","arundinum"
"473","Reduncini","arundinum"
"474","Reduncini","arundinum"
"475","Reduncini","arundinum"
"476","Reduncini","arundinum"
"477","Reduncini","arundinum"
"478","Reduncini","arundinum"
"479","Reduncini","arundinum"
"480","Reduncini","arundinum"
"481","Reduncini","arundinum"
"482","Reduncini","arundinum"
"483","Reduncini","arundinum"
"485","Reduncini","arundinum"
"486","Reduncini","fulvorufulva"
"487","Reduncini","fulvorufulva"
"491","Reduncini","fulvorufulva"
"493","Reduncini","fulvorufulva"
"494","Reduncini","fulvorufulva"
"495","Reduncini","fulvorufulva"
"496","Reduncini","fulvorufulva"
"497","Reduncini","fulvorufulva"
"499","Reduncini","fulvorufulva"
"501","Reduncini","fulvorufulva"
"502","Reduncini","fulvorufulva"
"503","Reduncini","fulvorufulva"
"505","Reduncini","fulvorufulva"
"506","Reduncini","fulvorufulva"
"507","Reduncini","fulvorufulva"
"508","Reduncini","fulvorufulva"
"509","Reduncini","fulvorufulva"
"510","Reduncini","fulvorufulva"
"511","Reduncini","fulvorufulva"
"513","Reduncini","fulvorufulva"
"514","Reduncini","fulvorufulva"
"516","Reduncini","fulvorufulva"
"517","Tragelaphini","oryx"
"518","Tragelaphini","oryx"
"520","Tragelaphini","oryx"
"522","Tragelaphini","oryx"
"523","Tragelaphini","oryx"
"524","Tragelaphini","oryx"
"525","Tragelaphini","oryx"
"526","Tragelaphini","oryx"
"528","Tragelaphini","oryx"
"529","Tragelaphini","oryx"
"530","Tragelaphini","oryx"
"532","Tragelaphini","oryx"
"534","Tragelaphini","oryx"
"535","Tragelaphini","oryx"
"536","Tragelaphini","oryx"
"537","Tragelaphini","oryx"
"538","Tragelaphini","oryx"
"539","Tragelaphini","oryx"
"540","Tragelaphini","oryx"
"541","Tragelaphini","oryx"
"542","Tragelaphini","oryx"
"543","Tragelaphini","oryx"
"544","Tragelaphini","oryx"
"545","Tragelaphini","oryx"
"546","Tragelaphini","oryx"
"547","Tragelaphini","oryx"
"549","Tragelaphini","scriptus"
"551","Tragelaphini","scriptus"
"552","Tragelaphini","scriptus"
"553","Tragelaphini","scriptus"
"556","Tragelaphini","scriptus"
"557","Tragelaphini","scriptus"
"558","Tragelaphini","scriptus"
"559","Tragelaphini","scriptus"
"562","Tragelaphini","scriptus"
"563","Tragelaphini","scriptus"
"564","Tragelaphini","scriptus"
"566","Tragelaphini","scriptus"
"567","Tragelaphini","scriptus"
"568","Tragelaphini","scriptus"
"569","Tragelaphini","scriptus"
"570","Tragelaphini","scriptus"
"571","Tragelaphini","scriptus"
"572","Tragelaphini","scriptus"
"573","Tragelaphini","scriptus"
"574","Tragelaphini","scriptus"
"575","Tragelaphini","scriptus"
"576","Tragelaphini","scriptus"
"578","Tragelaphini","scriptus"
"579","Tragelaphini","scriptus"
"580","Tragelaphini","strepsiceros"
"581","Tragelaphini","strepsiceros"
"582","Tragelaphini","strepsiceros"
"583","Tragelaphini","strepsiceros"
"584","Tragelaphini","strepsiceros"
"585","Tragelaphini","strepsiceros"
"586","Tragelaphini","strepsiceros"
"587","Tragelaphini","strepsiceros"
"589","Tragelaphini","strepsiceros"
"590","Tragelaphini","strepsiceros"
"591","Tragelaphini","strepsiceros"
"592","Tragelaphini","strepsiceros"
"593","Tragelaphini","strepsiceros"
"594","Tragelaphini","strepsiceros"
"595","Tragelaphini","strepsiceros"
"596","Tragelaphini","strepsiceros"
"598","Tragelaphini","strepsiceros"
"599","Tragelaphini","strepsiceros"
"600","Tragelaphini","strepsiceros"
"601","Tragelaphini","strepsiceros"
"603","Tragelaphini","strepsiceros"
"604","Tragelaphini","strepsiceros"
"606","Tragelaphini","strepsiceros"
"608","Tragelaphini","strepsiceros"
"610","Tragelaphini","strepsiceros"
