"","tribe","species"
"334","Neotragini","ourebi"
"336","Neotragini","ourebi"
"337","Neotragini","ourebi"
"338","Neotragini","ourebi"
"339","Neotragini","ourebi"
"341","Neotragini","ourebi"
"342","Neotragini","ourebi"
"343","Neotragini","ourebi"
"344","Neotragini","capreolus"
"345","Neotragini","capreolus"
"346","Neotragini","capreolus"
"347","Neotragini","capreolus"
"348","Neotragini","capreolus"
"349","Neotragini","capreolus"
"350","Neotragini","capreolus"
"351","Neotragini","capreolus"
"352","Neotragini","capreolus"
"353","Neotragini","capreolus"
"354","Neotragini","capreolus"
"355","Neotragini","capreolus"
"357","Neotragini","capreolus"
"358","Neotragini","capreolus"
"359","Neotragini","capreolus"
"360","Neotragini","capreolus"
"361","Neotragini","capreolus"
"362","Neotragini","capreolus"
"363","Neotragini","capreolus"
"364","Neotragini","campestris"
"365","Neotragini","campestris"
"366","Neotragini","campestris"
"367","Neotragini","campestris"
"369","Neotragini","campestris"
"371","Neotragini","campestris"
"372","Neotragini","campestris"
"374","Neotragini","campestris"
"375","Neotragini","campestris"
"376","Neotragini","campestris"
"377","Neotragini","campestris"
"378","Neotragini","campestris"
"379","Neotragini","campestris"
"380","Neotragini","campestris"
"381","Neotragini","campestris"
"382","Neotragini","campestris"
"383","Neotragini","campestris"
"384","Neotragini","campestris"
"385","Neotragini","campestris"
"386","Neotragini","campestris"
"387","Neotragini","campestris"
"388","Neotragini","campestris"
"390","Neotragini","campestris"
"391","Neotragini","campestris"
"392","Neotragini","campestris"
"393","Neotragini","campestris"
"394","Neotragini","campestris"
"395","Neotragini","campestris"
"397","Neotragini","campestris"
"398","Neotragini","campestris"
"400","Neotragini","campestris"
"401","Neotragini","campestris"
"403","Neotragini","campestris"
"404","Neotragini","campestris"
"405","Reduncini","ellipsiprymnus"
"407","Reduncini","ellipsiprymnus"
"408","Reduncini","ellipsiprymnus"
"410","Reduncini","ellipsiprymnus"
"411","Reduncini","ellipsiprymnus"
"412","Reduncini","ellipsiprymnus"
"413","Reduncini","ellipsiprymnus"
"415","Reduncini","ellipsiprymnus"
"416","Reduncini","ellipsiprymnus"
"417","Reduncini","ellipsiprymnus"
"418","Reduncini","ellipsiprymnus"
"419","Reduncini","ellipsiprymnus"
"421","Reduncini","ellipsiprymnus"
"422","Reduncini","ellipsiprymnus"
"423","Reduncini","ellipsiprymnus"
"424","Reduncini","ellipsiprymnus"
"426","Reduncini","ellipsiprymnus"
"427","Reduncini","ellipsiprymnus"
"428","Reduncini","ellipsiprymnus"
"429","Reduncini","ellipsiprymnus"
"430","Reduncini","ellipsiprymnus"
"431","Reduncini","leche"
"433","Reduncini","leche"
"434","Reduncini","leche"
"435","Reduncini","leche"
"437","Reduncini","leche"
"439","Reduncini","leche"
"440","Reduncini","leche"
"441","Reduncini","leche"
"442","Reduncini","leche"
"443","Reduncini","leche"
"444","Reduncini","leche"
"445","Reduncini","leche"
"446","Reduncini","leche"
"447","Reduncini","leche"
"451","Reduncini","leche"
"453","Reduncini","leche"
"455","Reduncini","arundinum"
"456","Reduncini","arundinum"
"458","Reduncini","arundinum"
"459","Reduncini","arundinum"
"460","Reduncini","arundinum"
"461","Reduncini","arundinum"
"462","Reduncini","arundinum"
"463","Reduncini","arundinum"
"464","Reduncini","arundinum"
"467","Reduncini","arundinum"
"469","Reduncini","arundinum"
"470","Reduncini","arundinum"
"471","Reduncini","arundinum"
"472","Reduncini","arundinum"
"473","Reduncini","arundinum"
"474","Reduncini","arundinum"
"475","Reduncini","arundinum"
"476","Reduncini","arundinum"
"478","Reduncini","arundinum"
"479","Reduncini","arundinum"
"481","Reduncini","arundinum"
"482","Reduncini","arundinum"
"483","Reduncini","arundinum"
"484","Reduncini","arundinum"
"485","Reduncini","arundinum"
"486","Reduncini","fulvorufulva"
"488","Reduncini","fulvorufulva"
"489","Reduncini","fulvorufulva"
"490","Reduncini","fulvorufulva"
"491","Reduncini","fulvorufulva"
"492","Reduncini","fulvorufulva"
"493","Reduncini","fulvorufulva"
"495","Reduncini","fulvorufulva"
"496","Reduncini","fulvorufulva"
"497","Reduncini","fulvorufulva"
"498","Reduncini","fulvorufulva"
"499","Reduncini","fulvorufulva"
"500","Reduncini","fulvorufulva"
"501","Reduncini","fulvorufulva"
"502","Reduncini","fulvorufulva"
"503","Reduncini","fulvorufulva"
"504","Reduncini","fulvorufulva"
"506","Reduncini","fulvorufulva"
"507","Reduncini","fulvorufulva"
"508","Reduncini","fulvorufulva"
"509","Reduncini","fulvorufulva"
"510","Reduncini","fulvorufulva"
"512","Reduncini","fulvorufulva"
"513","Reduncini","fulvorufulva"
"514","Reduncini","fulvorufulva"
"515","Reduncini","fulvorufulva"
"516","Reduncini","fulvorufulva"
"517","Tragelaphini","oryx"
"519","Tragelaphini","oryx"
"521","Tragelaphini","oryx"
"522","Tragelaphini","oryx"
"525","Tragelaphini","oryx"
"526","Tragelaphini","oryx"
"527","Tragelaphini","oryx"
"528","Tragelaphini","oryx"
"529","Tragelaphini","oryx"
"530","Tragelaphini","oryx"
"531","Tragelaphini","oryx"
"532","Tragelaphini","oryx"
"533","Tragelaphini","oryx"
"534","Tragelaphini","oryx"
"535","Tragelaphini","oryx"
"536","Tragelaphini","oryx"
"537","Tragelaphini","oryx"
"539","Tragelaphini","oryx"
"543","Tragelaphini","oryx"
"544","Tragelaphini","oryx"
"545","Tragelaphini","oryx"
"546","Tragelaphini","oryx"
"548","Tragelaphini","scriptus"
"549","Tragelaphini","scriptus"
"550","Tragelaphini","scriptus"
"551","Tragelaphini","scriptus"
"552","Tragelaphini","scriptus"
"553","Tragelaphini","scriptus"
"554","Tragelaphini","scriptus"
"555","Tragelaphini","scriptus"
"556","Tragelaphini","scriptus"
"557","Tragelaphini","scriptus"
"558","Tragelaphini","scriptus"
"559","Tragelaphini","scriptus"
"560","Tragelaphini","scriptus"
"561","Tragelaphini","scriptus"
"562","Tragelaphini","scriptus"
"563","Tragelaphini","scriptus"
"564","Tragelaphini","scriptus"
"565","Tragelaphini","scriptus"
"566","Tragelaphini","scriptus"
"567","Tragelaphini","scriptus"
"568","Tragelaphini","scriptus"
"569","Tragelaphini","scriptus"
"570","Tragelaphini","scriptus"
"571","Tragelaphini","scriptus"
"572","Tragelaphini","scriptus"
"573","Tragelaphini","scriptus"
"574","Tragelaphini","scriptus"
"575","Tragelaphini","scriptus"
"576","Tragelaphini","scriptus"
"577","Tragelaphini","scriptus"
"578","Tragelaphini","scriptus"
"580","Tragelaphini","strepsiceros"
"582","Tragelaphini","strepsiceros"
"583","Tragelaphini","strepsiceros"
"584","Tragelaphini","strepsiceros"
"585","Tragelaphini","strepsiceros"
"587","Tragelaphini","strepsiceros"
"588","Tragelaphini","strepsiceros"
"589","Tragelaphini","strepsiceros"
"591","Tragelaphini","strepsiceros"
"592","Tragelaphini","strepsiceros"
"593","Tragelaphini","strepsiceros"
"594","Tragelaphini","strepsiceros"
"596","Tragelaphini","strepsiceros"
"597","Tragelaphini","strepsiceros"
"599","Tragelaphini","strepsiceros"
"602","Tragelaphini","strepsiceros"
"604","Tragelaphini","strepsiceros"
"605","Tragelaphini","strepsiceros"
"606","Tragelaphini","strepsiceros"
"607","Tragelaphini","strepsiceros"
"608","Tragelaphini","strepsiceros"
"609","Tragelaphini","strepsiceros"
