"","tribe","species"
"328","Neotragini","ourebi"
"329","Neotragini","ourebi"
"330","Neotragini","ourebi"
"331","Neotragini","ourebi"
"332","Neotragini","ourebi"
"333","Neotragini","ourebi"
"334","Neotragini","ourebi"
"335","Neotragini","ourebi"
"336","Neotragini","ourebi"
"337","Neotragini","ourebi"
"338","Neotragini","ourebi"
"340","Neotragini","ourebi"
"341","Neotragini","ourebi"
"342","Neotragini","ourebi"
"343","Neotragini","capreolus"
"344","Neotragini","capreolus"
"345","Neotragini","capreolus"
"347","Neotragini","capreolus"
"348","Neotragini","capreolus"
"352","Neotragini","capreolus"
"353","Neotragini","capreolus"
"354","Neotragini","capreolus"
"355","Neotragini","capreolus"
"356","Neotragini","capreolus"
"357","Neotragini","capreolus"
"360","Neotragini","capreolus"
"361","Neotragini","capreolus"
"366","Neotragini","campestris"
"367","Neotragini","campestris"
"368","Neotragini","campestris"
"369","Neotragini","campestris"
"370","Neotragini","campestris"
"371","Neotragini","campestris"
"372","Neotragini","campestris"
"373","Neotragini","campestris"
"374","Neotragini","campestris"
"375","Neotragini","campestris"
"376","Neotragini","campestris"
"377","Neotragini","campestris"
"378","Neotragini","campestris"
"379","Neotragini","campestris"
"380","Neotragini","campestris"
"382","Neotragini","campestris"
"383","Neotragini","campestris"
"385","Neotragini","campestris"
"386","Neotragini","campestris"
"387","Neotragini","campestris"
"388","Neotragini","campestris"
"389","Neotragini","campestris"
"390","Neotragini","campestris"
"391","Neotragini","campestris"
"393","Neotragini","campestris"
"394","Neotragini","campestris"
"395","Neotragini","campestris"
"396","Reduncini","ellipsiprymnus"
"397","Reduncini","ellipsiprymnus"
"398","Reduncini","ellipsiprymnus"
"399","Reduncini","ellipsiprymnus"
"400","Reduncini","ellipsiprymnus"
"401","Reduncini","ellipsiprymnus"
"402","Reduncini","ellipsiprymnus"
"403","Reduncini","ellipsiprymnus"
"404","Reduncini","ellipsiprymnus"
"405","Reduncini","ellipsiprymnus"
"406","Reduncini","ellipsiprymnus"
"407","Reduncini","ellipsiprymnus"
"409","Reduncini","ellipsiprymnus"
"410","Reduncini","ellipsiprymnus"
"411","Reduncini","ellipsiprymnus"
"412","Reduncini","ellipsiprymnus"
"413","Reduncini","ellipsiprymnus"
"414","Reduncini","ellipsiprymnus"
"415","Reduncini","ellipsiprymnus"
"416","Reduncini","ellipsiprymnus"
"417","Reduncini","ellipsiprymnus"
"419","Reduncini","ellipsiprymnus"
"420","Reduncini","ellipsiprymnus"
"421","Reduncini","ellipsiprymnus"
"422","Reduncini","ellipsiprymnus"
"423","Reduncini","ellipsiprymnus"
"424","Reduncini","ellipsiprymnus"
"425","Reduncini","leche"
"427","Reduncini","leche"
"428","Reduncini","leche"
"429","Reduncini","leche"
"432","Reduncini","leche"
"434","Reduncini","leche"
"435","Reduncini","leche"
"436","Reduncini","leche"
"438","Reduncini","leche"
"439","Reduncini","leche"
"441","Reduncini","leche"
"442","Reduncini","leche"
"443","Reduncini","leche"
"444","Reduncini","leche"
"445","Reduncini","leche"
"446","Reduncini","leche"
"447","Reduncini","leche"
"448","Reduncini","arundinum"
"450","Reduncini","arundinum"
"451","Reduncini","arundinum"
"452","Reduncini","arundinum"
"453","Reduncini","arundinum"
"454","Reduncini","arundinum"
"458","Reduncini","arundinum"
"459","Reduncini","arundinum"
"460","Reduncini","arundinum"
"461","Reduncini","arundinum"
"462","Reduncini","arundinum"
"463","Reduncini","arundinum"
"464","Reduncini","arundinum"
"466","Reduncini","arundinum"
"467","Reduncini","arundinum"
"469","Reduncini","arundinum"
"470","Reduncini","arundinum"
"471","Reduncini","arundinum"
"472","Reduncini","arundinum"
"473","Reduncini","arundinum"
"474","Reduncini","fulvorufulva"
"477","Reduncini","fulvorufulva"
"479","Reduncini","fulvorufulva"
"480","Reduncini","fulvorufulva"
"481","Reduncini","fulvorufulva"
"482","Reduncini","fulvorufulva"
"484","Reduncini","fulvorufulva"
"485","Reduncini","fulvorufulva"
"487","Reduncini","fulvorufulva"
"488","Reduncini","fulvorufulva"
"489","Reduncini","fulvorufulva"
"490","Reduncini","fulvorufulva"
"491","Reduncini","fulvorufulva"
"492","Reduncini","fulvorufulva"
"494","Reduncini","fulvorufulva"
"495","Reduncini","fulvorufulva"
"496","Reduncini","fulvorufulva"
"498","Reduncini","fulvorufulva"
"499","Reduncini","fulvorufulva"
"500","Reduncini","fulvorufulva"
"501","Reduncini","fulvorufulva"
"503","Reduncini","fulvorufulva"
"504","Tragelaphini","oryx"
"505","Tragelaphini","oryx"
"506","Tragelaphini","oryx"
"507","Tragelaphini","oryx"
"509","Tragelaphini","oryx"
"510","Tragelaphini","oryx"
"511","Tragelaphini","oryx"
"513","Tragelaphini","oryx"
"516","Tragelaphini","oryx"
"518","Tragelaphini","oryx"
"520","Tragelaphini","oryx"
"521","Tragelaphini","oryx"
"522","Tragelaphini","oryx"
"523","Tragelaphini","oryx"
"524","Tragelaphini","oryx"
"525","Tragelaphini","oryx"
"526","Tragelaphini","scriptus"
"527","Tragelaphini","scriptus"
"528","Tragelaphini","scriptus"
"529","Tragelaphini","scriptus"
"530","Tragelaphini","scriptus"
"531","Tragelaphini","scriptus"
"532","Tragelaphini","scriptus"
"533","Tragelaphini","scriptus"
"534","Tragelaphini","scriptus"
"535","Tragelaphini","scriptus"
"537","Tragelaphini","scriptus"
"538","Tragelaphini","scriptus"
"539","Tragelaphini","scriptus"
"540","Tragelaphini","scriptus"
"541","Tragelaphini","scriptus"
"542","Tragelaphini","scriptus"
"543","Tragelaphini","scriptus"
"544","Tragelaphini","scriptus"
"545","Tragelaphini","scriptus"
"546","Tragelaphini","scriptus"
"547","Tragelaphini","scriptus"
"548","Tragelaphini","scriptus"
"549","Tragelaphini","scriptus"
"550","Tragelaphini","scriptus"
"551","Tragelaphini","scriptus"
"554","Tragelaphini","scriptus"
"555","Tragelaphini","scriptus"
"557","Tragelaphini","scriptus"
"558","Tragelaphini","scriptus"
"561","Tragelaphini","scriptus"
"563","Tragelaphini","scriptus"
"564","Tragelaphini","scriptus"
"565","Tragelaphini","strepsiceros"
"567","Tragelaphini","strepsiceros"
"568","Tragelaphini","strepsiceros"
"569","Tragelaphini","strepsiceros"
"572","Tragelaphini","strepsiceros"
"574","Tragelaphini","strepsiceros"
"575","Tragelaphini","strepsiceros"
"576","Tragelaphini","strepsiceros"
"577","Tragelaphini","strepsiceros"
"578","Tragelaphini","strepsiceros"
"579","Tragelaphini","strepsiceros"
"580","Tragelaphini","strepsiceros"
"581","Tragelaphini","strepsiceros"
"582","Tragelaphini","strepsiceros"
"584","Tragelaphini","strepsiceros"
"585","Tragelaphini","strepsiceros"
"586","Tragelaphini","strepsiceros"
"587","Tragelaphini","strepsiceros"
"588","Tragelaphini","strepsiceros"
"589","Tragelaphini","strepsiceros"
