"family","tribe","genus","species","type","image","complete","corrupt","folds_species","folds_tribe"
"Bovidae","Hippotragini","Hippotragus","equinus","UM2","DSC_0842",1,0,1,3
"Bovidae","Hippotragini","Hippotragus","equinus","UM2","DSC_0848",1,0,2,1
"Bovidae","Hippotragini","Hippotragus","equinus","UM2","DSC_0854",1,0,4,1
"Bovidae","Hippotragini","Hippotragus","equinus","UM2","DSC_0860",1,0,3,3
"Bovidae","Hippotragini","Hippotragus","equinus","UM2","DSC_0866",1,0,3,4
"Bovidae","Hippotragini","Hippotragus","equinus","UM2","DSCN3953",0,0,1,5
"Bovidae","Hippotragini","Hippotragus","equinus","UM2","DSCN3958",1,0,2,2
"Bovidae","Hippotragini","Hippotragus","equinus","UM2","DSCN3961",1,0,4,1
"Bovidae","Hippotragini","Hippotragus","equinus","UM2","DSCN3967",1,0,1,2
"Bovidae","Hippotragini","Hippotragus","equinus","UM2","DSCN5768",1,0,2,5
"Bovidae","Hippotragini","Hippotragus","equinus","UM2","DSCN5772",1,0,3,3
"Bovidae","Hippotragini","Hippotragus","equinus","UM2","DSCN5775",1,0,5,4
"Bovidae","Hippotragini","Hippotragus","equinus","UM2","DSCN5779",1,0,2,2
"Bovidae","Hippotragini","Hippotragus","equinus","UM2","DSCN5786",1,0,1,5
"Bovidae","Hippotragini","Hippotragus","equinus","UM2","DSCN5790",1,0,3,5
"Bovidae","Hippotragini","Hippotragus","equinus","UM2","DSCN5794",1,0,1,4
"Bovidae","Hippotragini","Hippotragus","equinus","UM2","DSCN5798",1,0,4,5
"Bovidae","Hippotragini","Hippotragus","equinus","UM2","DSCN5801",1,0,5,2
"Bovidae","Hippotragini","Hippotragus","equinus","UM2","DSCN5805",1,0,3,3
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSC_0872",1,1,2,5
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSC_0878",1,1,5,1
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSC_0884",1,1,5,2
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSC_0889",1,1,4,4
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSC_0892",1,1,3,3
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSC_0898",1,0,1,5
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSC_0904",1,0,2,4
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSC_0910",1,1,1,2
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSC_0915",1,0,3,1
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSC_0921",1,0,4,2
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSCN3928",0,0,5,3
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSCN3931",1,1,3,3
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSCN3934",1,1,1,3
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSCN3938",1,0,5,1
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSCN3941",1,1,3,2
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSCN3945",0,1,1,3
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSCN3951",0,1,3,1
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSCN5854",1,1,5,3
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSCN5858",1,1,5,3
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSCN5862",1,0,3,5
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSCN5866",1,1,4,2
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSCN5870",1,1,4,1
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSCN5874",1,1,1,3
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSCN5878",1,1,3,1
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSCN5882",1,1,1,4
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSCN5886",1,1,1,4
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSCN5890",1,1,2,3
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSCN5895",-2,1,5,5
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSCN5897",1,1,4,4
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSCN5901",1,0,2,1
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSCN5904",1,1,1,2
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSCN5908",1,1,2,2
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSCN5912",1,1,2,5
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSCN5916",1,0,2,4
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSCN5921",1,1,4,1
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSCN5925",1,1,3,1
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSCN5928",1,0,2,5
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSCN5932",1,1,4,5
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSCN5936",1,1,4,4
"Bovidae","Hippotragini","Hippotragus","niger","UM2","DSCN5940",1,1,5,4
"Bovidae","Hippotragini","Oryx","gazella","UM2","DSC_0721",1,0,4,3
"Bovidae","Hippotragini","Oryx","gazella","UM2","DSC_0728",-1,0,5,5
"Bovidae","Hippotragini","Oryx","gazella","UM2","DSC_0735",1,0,4,4
"Bovidae","Hippotragini","Oryx","gazella","UM2","DSC_0738",1,0,5,2
"Bovidae","Hippotragini","Oryx","gazella","UM2","DSC_0744",1,0,4,1
"Bovidae","Hippotragini","Oryx","gazella","UM2","DSC_0751",1,0,1,2
"Bovidae","Hippotragini","Oryx","gazella","UM2","DSC_0757",1,0,1,3
"Bovidae","Hippotragini","Oryx","gazella","UM2","DSC_0762",0,0,4,1
"Bovidae","Hippotragini","Oryx","gazella","UM2","DSC_0765",1,0,4,3
"Bovidae","Hippotragini","Oryx","gazella","UM2","DSC_0771",1,0,1,3
"Bovidae","Hippotragini","Oryx","gazella","UM2","DSC_0777",1,0,3,1
"Bovidae","Hippotragini","Oryx","gazella","UM2","DSC_0782",1,0,5,2
"Bovidae","Hippotragini","Oryx","gazella","UM2","DSC_0788",1,0,4,3
"Bovidae","Hippotragini","Oryx","gazella","UM2","DSC_0794",1,0,1,2
"Bovidae","Hippotragini","Oryx","gazella","UM2","DSC_0799",1,0,1,4
"Bovidae","Hippotragini","Oryx","gazella","UM2","DSC_0805",1,0,2,2
"Bovidae","Hippotragini","Oryx","gazella","UM2","DSCN3799",1,0,2,1
"Bovidae","Hippotragini","Oryx","gazella","UM2","DSCN3803",1,0,1,4
"Bovidae","Hippotragini","Oryx","gazella","UM2","DSCN3807",1,0,3,4
"Bovidae","Hippotragini","Oryx","gazella","UM2","DSCN3811",1,0,5,5
"Bovidae","Hippotragini","Oryx","gazella","UM2","DSCN3815",1,0,3,4
"Bovidae","Hippotragini","Oryx","gazella","UM2","DSCN3819",1,0,3,5
"Bovidae","Hippotragini","Oryx","gazella","UM2","DSCN3823",1,0,3,4
"Bovidae","Hippotragini","Oryx","gazella","UM2","DSCN3826",-2,0,3,2
"Bovidae","Hippotragini","Oryx","gazella","UM2","DSCN3830",1,0,4,1
"Bovidae","Hippotragini","Oryx","gazella","UM2","DSCN3834",1,0,2,4
"Bovidae","Hippotragini","Oryx","gazella","UM2","DSCN3838",1,0,3,4
"Bovidae","Hippotragini","Oryx","gazella","UM2","DSCN3842",1,0,1,1
"Bovidae","Hippotragini","Oryx","gazella","UM2","DSCN3846",1,0,2,3
"Bovidae","Hippotragini","Oryx","gazella","UM2","DSCN6033",1,0,2,5
"Bovidae","Hippotragini","Oryx","gazella","UM2","DSCN6037",1,0,5,4
"Bovidae","Hippotragini","Oryx","gazella","UM2","DSCN6040",1,0,2,1
"Bovidae","Hippotragini","Oryx","gazella","UM2","DSCN6043",1,0,2,2
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","DSCN5504",1,0,1,2
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","DSCN5508",1,0,2,2
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","DSCN5512",1,0,1,2
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","DSCN5516",1,0,4,3
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","DSCN5520",1,0,5,5
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","DSCN5524",1,0,3,4
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","DSCN5527",1,0,4,3
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","DSCN5530",1,0,2,3
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","DSCN5534",1,0,4,3
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","DSCN5538",1,0,4,4
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","DSCN5542",1,0,4,2
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","DSCN5546",1,0,1,2
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","DSCN5550",1,0,2,1
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","IMG_1207",1,0,3,2
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","IMG_1224",1,0,5,2
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","IMG_1234",1,0,4,5
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","IMG_1239",1,0,1,2
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","IMG_1295",1,0,3,2
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","IMG_1304",1,0,3,4
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","IMG_1341",1,0,2,5
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","IMG_1347",1,0,3,5
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","IMG_4643",-1,0,4,2
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","IMG_4653",-1,0,5,2
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","IMG_4662",-1,0,2,3
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","IMG_4671",-1,0,3,5
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","IMG_4679",-1,0,2,5
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","IMG_4686",-1,0,4,1
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","IMG_4692",-1,0,3,4
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","IMG_4701",-1,0,5,4
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","IMG_4709",-1,0,5,5
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","IMG_4716",-1,0,1,3
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","IMG_4951",-1,0,1,4
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","IMG_4959",-1,0,1,3
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","IMG_4966",-1,0,1,4
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","IMG_4972",-1,0,5,5
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","IMG_4976",-1,0,2,2
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","IMG_4985",1,0,3,2
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","IMG_4991",-1,0,2,1
"Bovidae","Neotragini","Oreotragus","oreotragus","UM2","IMG_4998",-1,0,5,3
"Bovidae","Neotragini","Ourebia","ourebi","UM2","DSCN3783",1,0,2,4
