"","image","family","tribe","genus","species","type","complete","corrupt","folds_species","folds_tribe","size"
"23","DSC_1050","Bovidae","Hippotragini","Hippotragus","niger","LM3",1,0,4,2,2850.0324754459
"24","DSC_1055","Bovidae","Hippotragini","Hippotragus","niger","LM3",1,0,2,5,3339.74899120793
"25","DSC_1061","Bovidae","Hippotragini","Hippotragus","niger","LM3",1,0,1,2,2680.22332359306
"26","DSC_1066","Bovidae","Hippotragini","Hippotragus","niger","LM3",1,0,2,1,2636.27576362919
"27","DSC_1071","Bovidae","Hippotragini","Hippotragus","niger","LM3",1,0,1,3,2717.33775142018
"28","DSCN2610","Bovidae","Alcelaphini","Connochaetes","gnou","LM3",1,0,5,5,2302.20041392078
"29","DSCN2614","Bovidae","Alcelaphini","Connochaetes","gnou","LM3",-2,0,4,2,2251.70497745827
"30","DSCN2618","Bovidae","Alcelaphini","Connochaetes","gnou","LM3",1,0,3,4,2646.55999311424
"31","DSCN2622","Bovidae","Alcelaphini","Connochaetes","gnou","LM3",-2,0,2,1,2084.80136918288
"32","DSCN2626","Bovidae","Alcelaphini","Connochaetes","gnou","LM3",1,0,3,1,2434.49333790386
"33","DSCN2630","Bovidae","Alcelaphini","Connochaetes","gnou","LM3",1,0,4,2,2553.52164483932
"34","DSCN2634","Bovidae","Alcelaphini","Connochaetes","gnou","LM3",-2,0,2,5,2300.60264391329
"35","DSCN2638","Bovidae","Alcelaphini","Connochaetes","gnou","LM3",1,0,2,1,2271.94486488085
"36","DSCN2642","Bovidae","Alcelaphini","Connochaetes","gnou","LM3",-2,0,1,3,1932.75932382547
"37","DSCN2646","Bovidae","Alcelaphini","Connochaetes","gnou","LM3",1,0,2,3,2483.06761821762
"38","DSCN2649","Bovidae","Alcelaphini","Connochaetes","gnou","LM3",1,0,1,5,2376.5165236193
"39","DSCN2652","Bovidae","Alcelaphini","Connochaetes","gnou","LM3",1,0,4,1,2340.34611117264
"40","DSCN2656","Bovidae","Alcelaphini","Connochaetes","gnou","LM3",1,0,2,4,2323.3479463344
"41","DSCN2660","Bovidae","Alcelaphini","Connochaetes","gnou","LM3",1,0,1,3,2234.31115520512
"42","DSCN2664","Bovidae","Alcelaphini","Connochaetes","gnou","LM3",1,0,4,4,2333.78993024194
"43","DSCN2668","Bovidae","Alcelaphini","Connochaetes","gnou","LM3",1,0,4,5,2241.70388154515
"44","DSCN2671","Bovidae","Alcelaphini","Connochaetes","gnou","LM3",-2,0,4,3,2007.33056335364
"45","DSCN2674","Bovidae","Alcelaphini","Connochaetes","gnou","LM3",1,0,1,5,2417.59489853058
"46","DSCN2677","Bovidae","Alcelaphini","Connochaetes","gnou","LM3",1,0,1,3,2371.54506826794
"47","DSCN2680","Bovidae","Alcelaphini","Connochaetes","gnou","LM3",1,0,3,3,2392.37044404859
"48","DSCN2684","Bovidae","Alcelaphini","Connochaetes","gnou","LM3",1,0,5,3,2076.55247571304
"49","DSCN2688","Bovidae","Alcelaphini","Connochaetes","gnou","LM3",-2,0,5,2,2403.60695984398
"50","DSCN2692","Bovidae","Alcelaphini","Connochaetes","gnou","LM3",1,0,1,2,2280.67292177152
"51","DSCN2696","Bovidae","Alcelaphini","Connochaetes","gnou","LM3",1,0,3,1,2091.04684464385
"52","DSCN2743","Bovidae","Alcelaphini","Connochaetes","gnou","LM3",-2,0,3,1,2265.31602552175
"53","DSCN2762","Bovidae","Alcelaphini","Connochaetes","taurinus","LM3",-1,1,NA,3,2232.81748542218
"54","DSCN2766","Bovidae","Alcelaphini","Connochaetes","taurinus","LM3",1,1,NA,2,2494.04730096807
"55","DSCN2770","Bovidae","Alcelaphini","Connochaetes","taurinus","LM3",0,1,NA,3,2309.02523378509
"56","DSCN2774","Bovidae","Alcelaphini","Connochaetes","taurinus","LM3",1,1,NA,5,2504.54261466847
"57","DSCN2778","Bovidae","Alcelaphini","Connochaetes","taurinus","LM3",1,1,NA,1,2467.65988359235
"58","DSCN2783","Bovidae","Alcelaphini","Connochaetes","taurinus","LM3",1,0,NA,5,2508.33860648191
"59","DSCN2787","Bovidae","Alcelaphini","Connochaetes","taurinus","LM3",1,1,NA,2,2503.42398332953
"60","DSCN2791","Bovidae","Alcelaphini","Connochaetes","taurinus","LM3",1,1,NA,4,2703.83835226833
"61","DSCN2795","Bovidae","Alcelaphini","Connochaetes","taurinus","LM3",1,0,NA,3,2249.20038714882
"62","DSCN2799","Bovidae","Alcelaphini","Connochaetes","taurinus","LM3",1,1,NA,2,2552.16106213142
"63","DSCN2803","Bovidae","Alcelaphini","Connochaetes","taurinus","LM3",1,0,NA,4,2688.61898942124
"64","DSCN2807","Bovidae","Alcelaphini","Connochaetes","taurinus","LM3",-2,0,NA,2,1832.12442294635
"65","DSCN2869","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM3",1,0,1,4,2132.37635019366
"66","DSCN2873","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM3",1,0,4,4,2452.53749189671
"67","DSCN2877","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM3",1,0,2,3,1956.29903124941
"68","DSCN2883","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM3",1,0,4,4,2332.78126917306
"69","DSCN2887","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM3",1,0,5,2,2340.24214205333
"70","DSCN2890","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM3",1,0,2,2,2028.13224577436
"71","DSCN2894","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM3",1,0,4,5,1905.30731305953
"72","DSCN2897","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM3",1,0,1,1,2321.04406769003
"73","DSCN2902","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM3",-2,0,1,3,2027.40756365182
"74","DSCN2906","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM3",0,0,2,4,2234.51132087365
"75","DSCN2910","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM3",0,0,5,3,2079.48597321098
"76","DSCN2921","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM3",1,0,1,1,2322.32091271236
"77","DSCN2925","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM3",0,0,3,2,2170.56455530635
"78","DSCN2929","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM3",1,0,3,2,2256.61767224122
"79","DSCN3017","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3",1,1,3,2,1793.16067246725
"80","DSCN3021","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3",1,1,1,2,1783.66102658476
"81","DSCN3025","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3",1,1,2,5,2095.10587593454
"82","DSCN3029","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3",1,1,1,2,1622.30378976493
"83","DSCN3033","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3",1,1,4,1,2010.34720646683
"84","DSCN3037","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3",1,1,4,5,1806.93347986951
"85","DSCN3041","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3",1,0,2,1,1548.05014234611
"86","DSCN3045","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3",1,1,1,1,1964.42302046417
"87","DSCN3049","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3",1,1,3,2,2026.05334309126
"88","DSCN3053","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3",1,1,1,4,1807.02540476582
"89","DSCN3057","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3",0,1,1,2,1490.70145730947
"90","DSCN3062","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3",0,1,4,4,1713.24896573642
"91","DSCN3075","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3",1,1,3,1,1788.91547450719
"92","DSCN3078","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3",0,1,1,4,1984.86185117461
"93","DSCN3081","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3",1,1,3,4,2290.26986199164
"94","DSCN3084","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3",0,1,2,5,1477.73443124877
"95","DSCN3097","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3",1,0,2,4,1772.46145800429
"96","DSCN3102","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3",1,1,4,4,1799.57561176994
"97","DSCN3106","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3",1,1,4,4,1965.82183008508
"98","DSCN3110","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3",0,1,5,1,1638.35094554442
"99","DSCN3126","Bovidae","Alcelaphini","Connochaetes","gnou","LM3",1,0,5,2,2426.84923385775
"100","DSCN3193","Bovidae","Antilopini","Antidorcas","marsupialis","LM3",-2,0,1,5,1742.59183269803
"101","DSCN3194","Bovidae","Antilopini","Antidorcas","marsupialis","LM3",0,0,5,2,1758.54205509267
"102","DSCN3198","Bovidae","Antilopini","Antidorcas","marsupialis","LM3",0,0,1,3,1829.35277037596
"103","DSCN3202","Bovidae","Antilopini","Antidorcas","marsupialis","LM3",1,0,2,5,1575.51073566001
"104","DSCN3206","Bovidae","Antilopini","Antidorcas","marsupialis","LM3",1,0,2,4,1685.74392328165
"105","DSCN3208","Bovidae","Antilopini","Antidorcas","marsupialis","LM3",0,0,4,2,1701.14872737206
"106","DSCN3212","Bovidae","Antilopini","Antidorcas","marsupialis","LM3",1,0,5,1,1534.92988460007
"107","DSCN3216","Bovidae","Antilopini","Antidorcas","marsupialis","LM3",-2,0,1,4,1757.4163965313
"108","DSCN3220","Bovidae","Antilopini","Antidorcas","marsupialis","LM3",1,0,5,3,1658.14832003563
"109","DSCN3224","Bovidae","Antilopini","Antidorcas","marsupialis","LM3",1,0,4,2,2119.08621667346
"110","DSCN3229","Bovidae","Antilopini","Antidorcas","marsupialis","LM3",1,0,3,3,1864.3247285117
"111","DSCN3287","Bovidae","Tragelaphini","Taurotragus","oryx","LM3",-1,0,4,3,3783.44128055381
"112","DSCN3295","Bovidae","Tragelaphini","Taurotragus","oryx","LM3",-1,0,4,2,3441.56257750842
"113","DSCN3304","Bovidae","Tragelaphini","Taurotragus","oryx","LM3",-1,0,2,5,2859.92987023451
"114","DSCN3305","Bovidae","Tragelaphini","Taurotragus","oryx","LM3",-1,0,3,2,3715.47914600252
"115","DSCN3310","Bovidae","Tragelaphini","Taurotragus","oryx","LM3",-1,0,2,2,3526.39307089575
"116","DSCN3314","Bovidae","Tragelaphini","Taurotragus","oryx","LM3",-1,0,4,3,3500.60265420664
"117","DSCN3318","Bovidae","Tragelaphini","Taurotragus","oryx","LM3",-1,0,3,1,3368.49713658938
"118","DSCN3332","Bovidae","Tragelaphini","Tragelaphus","scriptus","LM3",-1,0,4,1,1520.94426329519
"119","DSCN3337","Bovidae","Tragelaphini","Tragelaphus","scriptus","LM3",-1,0,4,3,1469.58205487404
"120","DSCN3359","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","LM3",-1,0,NA,4,3017.94163546012
"121","DSCN3364","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","LM3",-1,0,NA,3,2803.33822432976
"122","DSCN3368","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","LM3",-1,0,NA,4,2847.38632161939
"123","DSCN3389","Bovidae","Reduncini","Redunca","fulvorufulva","LM3",-1,0,4,1,1305.06040392102
"124","DSCN3393","Bovidae","Reduncini","Redunca","fulvorufulva","LM3",-1,0,3,4,1573.51049095174
"125","DSCN3398","Bovidae","Reduncini","Redunca","fulvorufulva","LM3",-1,0,5,3,1439.11706250877
"126","DSCN3406","Bovidae","Reduncini","Redunca","arundinum","LM3",-1,0,3,2,1474.67670374451
"127","DSCN3410","Bovidae","Reduncini","Redunca","arundinum","LM3",-1,0,4,3,1995.13421776323
"128","DSCN3415","Bovidae","Reduncini","Redunca","arundinum","LM3",-1,0,3,2,1763.70860520722
"129","DSCN3419","Bovidae","Reduncini","Redunca","arundinum","LM3",-1,0,4,4,1960.18951863616
"130","DSCN3422","Bovidae","Reduncini","Redunca","arundinum","LM3",-1,0,1,3,1752.12274565566
"131","DSCN3426","Bovidae","Reduncini","Redunca","arundinum","LM3",-1,0,1,5,2106.16567034596
"132","DSCN3432","Bovidae","Reduncini","Redunca","arundinum","LM3",-1,0,4,5,2078.62361616255
"133","DSCN3438","Bovidae","Reduncini","Redunca","arundinum","LM3",-1,0,1,1,2134.68296080565
"134","DSCN3441","Bovidae","Reduncini","Redunca","arundinum","LM3",-1,0,3,1,1754.61138967368
"135","DSCN3445","Bovidae","Reduncini","Redunca","arundinum","LM3",-1,0,4,1,1639.19778603538
"136","DSCN3493","Bovidae","Reduncini","Redunca","arundinum","LM3",-1,0,3,1,1836.31508715352
"137","DSCN3496","Bovidae","Reduncini","Redunca","arundinum","LM3",-1,0,1,5,1821.54698096547
"138","DSCN3499","Bovidae","Reduncini","Redunca","arundinum","LM3",-1,0,2,2,1705.12692305984
"139","DSCN3503","Bovidae","Reduncini","Redunca","arundinum","LM3",-1,0,2,2,1676.79651093023
"140","DSCN3506","Bovidae","Reduncini","Redunca","arundinum","LM3",-1,0,2,2,2035.07262931562
"141","DSCN3517","Bovidae","Reduncini","Redunca","fulvorufulva","LM3",-1,0,4,2,1592.74072145982
"142","DSCN3521","Bovidae","Reduncini","Kobus","leche","LM3",-1,0,4,5,1399.44040622811
"143","DSCN3541","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3",-1,0,4,4,2254.96994667652
"144","DSCN3545","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3",-1,0,5,5,2801.09311745949
"145","DSCN3549","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3",-1,0,4,3,2882.85483102622
"146","DSCN3554","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3",-1,0,2,1,2781.06525008831
"147","DSCN3557","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3",-1,0,2,5,1892.51069589537
"148","DSCN3561","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3",-1,0,3,3,3350.50000187087
"149","DSCN3565","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3",-1,0,5,1,2918.3066720551
"150","DSCN3569","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3",-1,0,3,2,2480.04552596177
"151","DSCN3573","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3",-1,0,5,5,2781.4818689329
"152","DSCN3577","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3",-1,0,1,5,2491.58286588319
"153","DSCN3581","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3",-1,0,2,3,2514.75885924165
"154","DSCN3585","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3",-1,0,1,4,2982.76687810306
"155","DSCN3589","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3",-1,0,3,4,2685.28881302094
"156","DSCN3593","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3",-1,0,1,1,2692.46777595643
"157","DSCN3598","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3",-1,1,5,2,2732.57218328485
"158","DSCN3602","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3",-1,0,3,1,3078.77948663838
"159","DSCN3622","Bovidae","Reduncini","Kobus","ellipsiprymnus","LM3",-1,0,1,1,3075.73984654648
"160","DSCN3665","Bovidae","Neotragini","Raphicerus","campestris","LM3",-1,0,5,4,1055.72588829446
"161","DSCN3669","Bovidae","Neotragini","Raphicerus","campestris","LM3",-1,0,1,1,903.856456077022
"162","DSCN3675","Bovidae","Neotragini","Raphicerus","campestris","LM3",-1,0,3,5,1019.07823942455
"163","DSCN3678","Bovidae","Neotragini","Raphicerus","campestris","LM3",-1,0,2,1,1086.64574208078
"164","DSCN3720","Bovidae","Neotragini","Raphicerus","campestris","LM3",-1,0,3,2,1091.55095526643
"165","DSCN3721","Bovidae","Neotragini","Raphicerus","campestris","LM3",-1,0,1,4,1041.00413597696
"166","DSCN3726","Bovidae","Neotragini","Raphicerus","campestris","LM3",-1,0,3,3,1092.70732150752
"167","DSCN3730","Bovidae","Neotragini","Raphicerus","campestris","LM3",-1,0,2,3,1041.22225182546
"168","DSCN3734","Bovidae","Neotragini","Raphicerus","campestris","LM3",-1,0,5,5,991.16272486609
"169","DSCN3738","Bovidae","Neotragini","Raphicerus","campestris","LM3",-1,0,2,1,1015.01207300811
"170","DSCN3742","Bovidae","Neotragini","Raphicerus","campestris","LM3",-1,0,1,3,938.361276423466
"171","DSCN3747","Bovidae","Neotragini","Raphicerus","campestris","LM3",-1,0,5,3,1080.94733063018
"172","DSCN3751","Bovidae","Neotragini","Raphicerus","campestris","LM3",-1,0,1,4,1081.78645272256
"173","DSCN3767","Bovidae","Neotragini","Pelea","capreolus","LM3",1,0,3,4,1557.64418247744
"174","DSCN3772","Bovidae","Neotragini","Pelea","capreolus","LM3",0,0,1,1,1716.64276661991
"175","DSCN3776","Bovidae","Neotragini","Pelea","capreolus","LM3",1,0,4,2,1627.00364443639
"176","DSCN3790","Bovidae","Neotragini","Ourebia","ourebi","LM3",0,0,2,5,1085.54382809315
"177","DSCN3794","Bovidae","Neotragini","Ourebia","ourebi","LM3",1,0,4,1,1194.49464265992
"178","DSCN3850","Bovidae","Hippotragini","Oryx","gazella","LM3",0,0,2,3,1504.99252920758
"179","DSCN3854","Bovidae","Hippotragini","Oryx","gazella","LM3",1,0,1,1,4173.33861750465
"180","DSCN3858","Bovidae","Hippotragini","Oryx","gazella","LM3",1,0,4,1,3223.74210984422
"181","DSCN3861","Bovidae","Hippotragini","Oryx","gazella","LM3",1,0,4,3,2482.41241210263
"182","DSCN3865","Bovidae","Hippotragini","Oryx","gazella","LM3",1,0,1,2,3011.85833095776
"183","DSCN3872","Bovidae","Hippotragini","Oryx","gazella","LM3",0,0,3,4,2224.851085874
"184","DSCN3876","Bovidae","Hippotragini","Oryx","gazella","LM3",1,0,4,2,2882.84258262877
"185","DSCN3880","Bovidae","Hippotragini","Oryx","gazella","LM3",1,0,3,1,3356.5704845491
"186","DSCN3884","Bovidae","Hippotragini","Oryx","gazella","LM3",1,0,1,4,3101.78919649716
"187","DSCN3919","Bovidae","Hippotragini","Oryx","gazella","LM3",-2,0,2,4,2385.99236120865
"188","DSCN3923","Bovidae","Hippotragini","Oryx","gazella","LM3",1,0,2,5,3327.71910264361
"189","DSCN3948","Bovidae","Hippotragini","Hippotragus","niger","LM3",1,0,3,1,3012.30236846783
"190","DSCN3972","Bovidae","Hippotragini","Hippotragus","equinus","LM3",0,0,2,3,2046.17141590371
"191","DSCN3978","Bovidae","Hippotragini","Hippotragus","equinus","LM3",1,0,5,3,3267.68903781425
"192","DSCN4040","Bovidae","Bovini","Syncerus","caffer","LM3",-2,0,1,1,2924.33424850873
"193","DSCN4045","Bovidae","Bovini","Syncerus","caffer","LM3",1,0,5,2,3030.49449089805
"194","DSCN4092","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3",1,1,2,3,1841.06187533212
"195","DSCN4097","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3",1,1,2,1,2001.74558525627
"196","DSCN4101","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3",1,0,3,3,1791.03860094204
"197","DSCN4105","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3",0,1,4,3,1545.33390117377
"198","DSCN4109","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3",0,1,3,3,1526.19718192012
"199","DSCN4113","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3",0,1,4,1,1565.14083510249
"200","DSCN4117","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3",1,1,1,5,1745.21337195677
"201","DSCN4121","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3",1,1,2,3,1852.16538685952
"202","DSCN4125","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3",1,1,5,2,1833.18228165768
"203","DSCN4129","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3",-2,0,3,5,1417.17099828362
"204","DSCN4133","Bovidae","Alcelaphini","Damaliscus","dorcas","LM3",1,1,5,4,2012.03427792581
"205","DSCN4146","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM3",1,0,5,2,1976.63446170247
"206","DSCN4149","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM3",1,0,1,4,1936.25222339768
"207","DSCN4153","Bovidae","Alcelaphini","Alcelaphus","buselaphus","LM3",1,0,4,5,2335.50870861613
"208","DSCN4161","Bovidae","Alcelaphini","Connochaetes","gnou","LM3",-1,1,3,2,2383.91695240054
"209","DSCN4165","Bovidae","Alcelaphini","Connochaetes","gnou","LM3",-1,1,3,1,2192.61860539045
"210","DSCN4175","Bovidae","Alcelaphini","Connochaetes","gnou","LM3",-1,1,2,5,2438.32972558445
"211","DSCN4179","Bovidae","Alcelaphini","Connochaetes","gnou","LM3",-1,1,4,4,2350.85718285233
"212","DSCN4252","Bovidae","Antilopini","Antidorcas","marsupialis","LM3",-2,0,1,1,1677.51933518989
"213","DSCN4256","Bovidae","Antilopini","Antidorcas","marsupialis","LM3",-2,0,4,2,1792.14666167013
"214","DSCN4260","Bovidae","Antilopini","Antidorcas","marsupialis","LM3",1,0,3,1,1644.80251748631
"215","DSCN4264","Bovidae","Antilopini","Antidorcas","marsupialis","LM3",1,0,3,4,1827.32059572171
"216","DSCN4268","Bovidae","Antilopini","Antidorcas","marsupialis","LM3",0,0,3,4,1686.94514348522
"217","DSCN4272","Bovidae","Antilopini","Antidorcas","marsupialis","LM3",1,0,4,2,1907.5313966283
"218","DSCN4275","Bovidae","Antilopini","Antidorcas","marsupialis","LM3",0,0,1,1,1666.30618384455
"219","DSCN4279","Bovidae","Antilopini","Antidorcas","marsupialis","LM3",0,0,4,3,1662.18183820789
"220","DSCN4282","Bovidae","Antilopini","Antidorcas","marsupialis","LM3",1,0,1,1,1863.53987015978
"221","DSCN4286","Bovidae","Antilopini","Antidorcas","marsupialis","LM3",1,0,2,1,2064.75118235992
"222","DSCN4288","Bovidae","Antilopini","Antidorcas","marsupialis","LM3",1,0,4,4,1693.62223356588
"223","DSCN4294","Bovidae","Antilopini","Antidorcas","marsupialis","LM3",1,0,3,3,1674.91777991667
"224","DSCN4299","Bovidae","Antilopini","Antidorcas","marsupialis","LM3",1,0,3,1,1828.91655368655
"225","DSCN4303","Bovidae","Antilopini","Antidorcas","marsupialis","LM3",1,0,5,3,1737.68379829436
"226","DSCN4307","Bovidae","Antilopini","Antidorcas","marsupialis","LM3",1,0,1,2,1862.59710607803
"227","DSCN4311","Bovidae","Antilopini","Antidorcas","marsupialis","LM3",1,0,2,1,1978.40919452217
"228","DSCN4315","Bovidae","Antilopini","Antidorcas","marsupialis","LM3",1,0,3,4,1843.15819757884
"229","DSCN4319","Bovidae","Antilopini","Antidorcas","marsupialis","LM3",0,0,3,5,1623.93100797398
"230","DSCN4323","Bovidae","Antilopini","Antidorcas","marsupialis","LM3",1,0,2,5,1764.41879185333
"231","DSCN4338","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","LM3",-1,0,NA,4,3034.52528405967
"232","DSCN4342","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","LM3",-1,0,NA,3,2588.1335836308
"233","DSCN4350","Bovidae","Reduncini","Redunca","fulvorufulva","LM3",-1,0,1,4,1613.17610318123
"234","DSCN4353","Bovidae","Reduncini","Redunca","fulvorufulva","LM3",-1,0,2,2,1600.15753707965
"235","DSCN4493","Bovidae","Bovini","Syncerus","caffer","LM3",1,0,4,4,3030.27392122508
"236","DSCN4497","Bovidae","Bovini","Syncerus","caffer","LM3",1,0,4,3,3572.19980637927
"237","DSCN4502","Bovidae","Bovini","Syncerus","caffer","LM3",1,0,4,4,3131.75301076297
"238","DSCN4507","Bovidae","Bovini","Syncerus","caffer","LM3",1,0,3,4,3297.58952930789
"239","DSCN4511","Bovidae","Bovini","Syncerus","caffer","LM3",1,0,5,5,2848.49471083874
"240","DSCN4516","Bovidae","Bovini","Syncerus","caffer","LM3",1,0,1,4,3296.54026611909
"241","DSCN4520","Bovidae","Bovini","Syncerus","caffer","LM3",1,0,1,2,3594.9889273911
"242","DSCN4524","Bovidae","Bovini","Syncerus","caffer","LM3",1,0,2,2,4311.41168284866
"243","DSCN4528","Bovidae","Bovini","Syncerus","caffer","LM3",1,0,2,3,3462.57241949904
"244","DSCN4531","Bovidae","Bovini","Syncerus","caffer","LM3",1,0,3,5,3588.85367888349
"245","DSCN4535","Bovidae","Bovini","Syncerus","caffer","LM3",1,0,4,3,3519.05012516007
"246","DSCN4539","Bovidae","Bovini","Syncerus","caffer","LM3",0,0,1,5,3148.48932201429
"247","DSCN4543","Bovidae","Bovini","Syncerus","caffer","LM3",1,0,5,1,3804.55359497517
"248","DSCN4554","Bovidae","Bovini","Syncerus","caffer","LM3",1,0,2,2,3639.48751960466
"249","DSCN4626","Bovidae","Alcelaphini","Connochaetes","taurinus","LM3",1,1,NA,1,2491.41844927098
"250","DSCN4630","Bovidae","Alcelaphini","Connochaetes","taurinus","LM3",1,1,NA,3,2342.39380642701
"251","DSCN4633","Bovidae","Alcelaphini","Connochaetes","taurinus","LM3",1,1,NA,5,2972.00055054346
"252","DSCN4637","Bovidae","Alcelaphini","Connochaetes","taurinus","LM3",-2,1,NA,5,2568.30453936444
