"family","tribe","genus","species","type","image","complete","corrupt","folds_species","folds_tribe"
"Bovidae","Alcelaphini","Connochaetes","gnou","LM1","DSCN2670",0,0,1,4
"Bovidae","Alcelaphini","Connochaetes","gnou","LM1","DSCN2673",-1,0,3,5
"Bovidae","Alcelaphini","Connochaetes","gnou","LM1","DSCN2676",-2,0,5,3
"Bovidae","Alcelaphini","Connochaetes","gnou","LM1","DSCN2679",-2,0,5,5
"Bovidae","Alcelaphini","Connochaetes","gnou","LM1","DSCN2682",-2,0,1,3
"Bovidae","Alcelaphini","Connochaetes","gnou","LM1","DSCN2686",-1,0,3,3
"Bovidae","Alcelaphini","Connochaetes","gnou","LM1","DSCN2690",1,0,3,3
"Bovidae","Alcelaphini","Connochaetes","gnou","LM1","DSCN2698",1,0,5,2
"Bovidae","Alcelaphini","Connochaetes","gnou","LM1","DSCN2745",1,0,3,2
"Bovidae","Alcelaphini","Connochaetes","gnou","LM1","DSCN3128",-1,0,4,1
"Bovidae","Alcelaphini","Connochaetes","gnou","LM1","DSCN4163",1,0,2,1
"Bovidae","Alcelaphini","Connochaetes","gnou","LM1","DSCN4167",1,0,4,2
"Bovidae","Alcelaphini","Connochaetes","gnou","LM1","DSCN4172",1,0,4,2
"Bovidae","Alcelaphini","Connochaetes","gnou","LM1","DSCN4177",0,0,2,1
"Bovidae","Alcelaphini","Connochaetes","gnou","LM1","DSCN4718",-1,0,2,5
"Bovidae","Alcelaphini","Connochaetes","gnou","LM1","DSCN4722",-1,0,1,4
"Bovidae","Alcelaphini","Connochaetes","gnou","LM1","DSCN4726",-1,0,3,5
"Bovidae","Alcelaphini","Connochaetes","gnou","LM1","DSCN4730",-1,0,3,4
"Bovidae","Alcelaphini","Connochaetes","gnou","LM1","DSCN4738",-1,0,4,4
"Bovidae","Alcelaphini","Connochaetes","taurinus","LM1","DSCN2764",1,0,NA,5
"Bovidae","Alcelaphini","Connochaetes","taurinus","LM1","DSCN2768",0,0,NA,1
"Bovidae","Alcelaphini","Connochaetes","taurinus","LM1","DSCN2772",1,0,NA,1
"Bovidae","Alcelaphini","Connochaetes","taurinus","LM1","DSCN2776",1,0,NA,3
"Bovidae","Alcelaphini","Connochaetes","taurinus","LM1","DSCN2781",1,0,NA,2
"Bovidae","Alcelaphini","Connochaetes","taurinus","LM1","DSCN2785",1,0,NA,3
"Bovidae","Alcelaphini","Connochaetes","taurinus","LM1","DSCN2789",1,0,NA,5
"Bovidae","Alcelaphini","Connochaetes","taurinus","LM1","DSCN2793",-2,0,NA,1
"Bovidae","Alcelaphini","Connochaetes","taurinus","LM1","DSCN2797",1,0,NA,5
"Bovidae","Alcelaphini","Connochaetes","taurinus","LM1","DSCN2801",-1,-1,NA,2
"Bovidae","Alcelaphini","Connochaetes","taurinus","LM1","DSCN2805",1,0,NA,4
"Bovidae","Alcelaphini","Connochaetes","taurinus","LM1","DSCN2809",1,0,NA,3
"Bovidae","Alcelaphini","Connochaetes","taurinus","LM1","DSCN4628",1,0,NA,2
"Bovidae","Alcelaphini","Connochaetes","taurinus","LM1","DSCN4632",1,0,NA,4
"Bovidae","Alcelaphini","Connochaetes","taurinus","LM1","DSCN4635",-1,-1,NA,2
"Bovidae","Alcelaphini","Connochaetes","taurinus","LM1","DSCN4639",1,0,NA,1
"Bovidae","Alcelaphini","Connochaetes","taurinus","LM1","DSCN4646",1,0,NA,3
"Bovidae","Alcelaphini","Connochaetes","taurinus","LM1","DSCN4651",1,0,NA,5
"Bovidae","Alcelaphini","Connochaetes","taurinus","LM1","DSCN4655",0,0,NA,5
"Bovidae","Alcelaphini","Connochaetes","taurinus","LM1","DSCN4659",1,0,NA,2
"Bovidae","Alcelaphini","Connochaetes","taurinus","LM1","DSCN4668",1,0,NA,5
"Bovidae","Alcelaphini","Connochaetes","taurinus","LM1","DSCN4672",0,0,NA,1
"Bovidae","Alcelaphini","Connochaetes","taurinus","LM1","DSCN4678",1,0,NA,5
"Bovidae","Alcelaphini","Connochaetes","taurinus","LM1","DSCN4681",-2,0,NA,1
"Bovidae","Alcelaphini","Connochaetes","taurinus","LM1","DSCN4689",1,0,NA,3
"Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3019",-2,0,4,2
"Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3023",1,0,4,3
"Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3027",-1,-1,2,1
"Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3031",1,0,1,2
"Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3035",0,0,3,2
"Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3039",1,0,1,5
"Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3043",1,0,1,2
"Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3047",-1,-1,3,1
"Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3051",0,0,2,5
"Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3055",-2,0,1,1
"Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3060",1,0,3,1
"Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3064",1,0,2,2
"Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3077",0,0,1,4
"Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3080",1,0,5,2
"Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3083",0,0,5,4
"Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3087",1,0,5,1
"Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3099",1,0,2,4
"Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3104",0,0,2,4
"Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3108",1,0,3,5
"Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN3112",1,0,4,4
"Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN4095",1,0,3,4
"Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN4099",-1,-1,4,4
"Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN4103",1,0,1,1
"Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN4107",1,0,2,3
"Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN4111",1,0,5,2
"Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN4115",1,0,3,3
"Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN4119",1,0,5,3
"Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN4123",0,0,4,3
"Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN4127",1,0,5,1
"Bovidae","Alcelaphini","Damaliscus","dorcas","LM1","DSCN4131",1,0,4,5
"Bovidae","Antilopini","Antidorcas","marsupialis","LM1","DSCN3191",1,0,5,4
"Bovidae","Antilopini","Antidorcas","marsupialis","LM1","DSCN3197",1,0,1,2
"Bovidae","Antilopini","Antidorcas","marsupialis","LM1","DSCN3200",1,0,2,5
"Bovidae","Antilopini","Antidorcas","marsupialis","LM1","DSCN3204",1,0,2,5
"Bovidae","Antilopini","Antidorcas","marsupialis","LM1","DSCN3210",-2,0,4,5
"Bovidae","Antilopini","Antidorcas","marsupialis","LM1","DSCN3214",-2,0,5,2
"Bovidae","Antilopini","Antidorcas","marsupialis","LM1","DSCN3218",1,0,1,3
"Bovidae","Antilopini","Antidorcas","marsupialis","LM1","DSCN3222",1,0,5,5
"Bovidae","Antilopini","Antidorcas","marsupialis","LM1","DSCN3227",1,0,5,4
"Bovidae","Antilopini","Antidorcas","marsupialis","LM1","DSCN3231",-2,0,4,2
"Bovidae","Antilopini","Antidorcas","marsupialis","LM1","DSCN4254",1,0,1,1
"Bovidae","Antilopini","Antidorcas","marsupialis","LM1","DSCN4258",1,0,4,4
"Bovidae","Antilopini","Antidorcas","marsupialis","LM1","DSCN4262",1,0,3,3
"Bovidae","Antilopini","Antidorcas","marsupialis","LM1","DSCN4266",1,0,3,3
"Bovidae","Antilopini","Antidorcas","marsupialis","LM1","DSCN4270",1,0,3,3
"Bovidae","Antilopini","Antidorcas","marsupialis","LM1","DSCN4274",-2,0,4,1
"Bovidae","Antilopini","Antidorcas","marsupialis","LM1","DSCN4277",1,0,1,2
"Bovidae","Antilopini","Antidorcas","marsupialis","LM1","DSCN4281",1,0,5,1
"Bovidae","Antilopini","Antidorcas","marsupialis","LM1","DSCN4284",1,0,1,4
"Bovidae","Antilopini","Antidorcas","marsupialis","LM1","DSCN4292",1,0,2,4
"Bovidae","Antilopini","Antidorcas","marsupialis","LM1","DSCN4296",1,0,4,2
"Bovidae","Antilopini","Antidorcas","marsupialis","LM1","DSCN4301",-2,0,3,1
"Bovidae","Antilopini","Antidorcas","marsupialis","LM1","DSCN4305",1,0,3,3
"Bovidae","Antilopini","Antidorcas","marsupialis","LM1","DSCN4309",1,0,5,1
"Bovidae","Antilopini","Antidorcas","marsupialis","LM1","DSCN4317",-2,0,1,1
"Bovidae","Antilopini","Antidorcas","marsupialis","LM1","DSCN4321",1,0,2,4
"Bovidae","Antilopini","Antidorcas","marsupialis","LM1","DSCN4325",1,0,3,3
"Bovidae","Antilopini","Antidorcas","marsupialis","LM1","IMG_1450",0,0,4,1
"Bovidae","Antilopini","Antidorcas","marsupialis","LM1","IMG_1454",1,0,3,3
"Bovidae","Antilopini","Antidorcas","marsupialis","LM1","IMG_1459",1,0,1,2
"Bovidae","Antilopini","Antidorcas","marsupialis","LM1","IMG_1466",1,0,4,2
"Bovidae","Antilopini","Antidorcas","marsupialis","LM1","IMG_1475",1,0,2,4
"Bovidae","Antilopini","Antidorcas","marsupialis","LM1","IMG_1481",1,0,2,5
"Bovidae","Antilopini","Antidorcas","marsupialis","LM1","IMG_1490",1,0,2,5
"Bovidae","Bovini","Syncerus","caffer","LM1","DSCN4042",1,0,2,2
"Bovidae","Bovini","Syncerus","caffer","LM1","DSCN4047",1,0,3,2
"Bovidae","Bovini","Syncerus","caffer","LM1","DSCN4495",1,0,1,4
"Bovidae","Bovini","Syncerus","caffer","LM1","DSCN4499",1,0,5,4
"Bovidae","Bovini","Syncerus","caffer","LM1","DSCN4504",1,0,4,3
"Bovidae","Bovini","Syncerus","caffer","LM1","DSCN4509",1,0,5,4
"Bovidae","Bovini","Syncerus","caffer","LM1","DSCN4513",1,0,4,1
"Bovidae","Bovini","Syncerus","caffer","LM1","DSCN4518",1,0,4,2
"Bovidae","Bovini","Syncerus","caffer","LM1","DSCN4522",1,0,5,5
"Bovidae","Bovini","Syncerus","caffer","LM1","DSCN4526",1,0,1,3
"Bovidae","Bovini","Syncerus","caffer","LM1","DSCN4530",1,0,1,5
"Bovidae","Bovini","Syncerus","caffer","LM1","DSCN4533",1,0,3,4
"Bovidae","Bovini","Syncerus","caffer","LM1","DSCN4537",1,0,2,5
"Bovidae","Bovini","Syncerus","caffer","LM1","DSCN4541",1,0,3,4
"Bovidae","Bovini","Syncerus","caffer","LM1","DSCN4547",-2,0,5,2
"Bovidae","Bovini","Syncerus","caffer","LM1","DSCN4550",1,0,1,1
"Bovidae","Bovini","Syncerus","caffer","LM1","DSCN4553",1,0,5,3
"Bovidae","Bovini","Syncerus","caffer","LM1","DSCN4556",1,0,2,5
"Bovidae","Bovini","Syncerus","caffer","LM1","DSCN5747",1,0,4,3
"Bovidae","Bovini","Syncerus","caffer","LM1","DSCN5752",0,0,3,5
"Bovidae","Bovini","Syncerus","caffer","LM1","DSCN5757",1,0,2,1
"Bovidae","Bovini","Syncerus","caffer","LM1","DSCN5761",1,0,4,2
"Bovidae","Bovini","Syncerus","caffer","LM1","DSCN5765",1,0,2,1
"Bovidae","Bovini","Syncerus","caffer","LM1","DSCN6061",1,0,1,3
"Bovidae","Bovini","Syncerus","caffer","LM1","DSCN6065",1,0,3,1
"Bovidae","Hippotragini","Hippotragus","equinus","LM1","DSC_1003",-2,0,3,5
"Bovidae","Hippotragini","Hippotragus","equinus","LM1","DSC_1008",1,0,5,3
"Bovidae","Hippotragini","Hippotragus","equinus","LM1","DSC_1013",1,0,1,1
"Bovidae","Hippotragini","Hippotragus","equinus","LM1","DSC_1018",1,0,2,1
"Bovidae","Hippotragini","Hippotragus","equinus","LM1","DSC_1023",1,0,4,3
"Bovidae","Hippotragini","Hippotragus","equinus","LM1","DSC_1028",1,0,4,4
"Bovidae","Hippotragini","Hippotragus","equinus","LM1","DSCN3974",1,0,5,5
"Bovidae","Hippotragini","Hippotragus","equinus","LM1","DSCN3980",1,0,4,2
"Bovidae","Hippotragini","Hippotragus","equinus","LM1","DSCN5810",1,0,2,1
"Bovidae","Hippotragini","Hippotragus","equinus","LM1","DSCN5814",1,0,1,2
"Bovidae","Hippotragini","Hippotragus","equinus","LM1","DSCN5818",1,0,2,5
"Bovidae","Hippotragini","Hippotragus","equinus","LM1","DSCN5822",1,0,4,3
"Bovidae","Hippotragini","Hippotragus","equinus","LM1","DSCN5827",1,0,3,4
"Bovidae","Hippotragini","Hippotragus","equinus","LM1","DSCN5830",1,0,3,2
"Bovidae","Hippotragini","Hippotragus","equinus","LM1","DSCN5834",1,0,1,5
"Bovidae","Hippotragini","Hippotragus","equinus","LM1","DSCN5838",1,0,2,5
"Bovidae","Hippotragini","Hippotragus","equinus","LM1","DSCN5844",1,0,3,4
"Bovidae","Hippotragini","Hippotragus","equinus","LM1","DSCN5848",0,0,1,5
"Bovidae","Hippotragini","Hippotragus","equinus","LM1","IMG_5218",-1,0,2,2
"Bovidae","Hippotragini","Hippotragus","equinus","LM1","IMG_5231",-1,0,3,3
"Bovidae","Hippotragini","Hippotragus","equinus","LM1","IMG_5241",-1,0,5,5
"Bovidae","Hippotragini","Hippotragus","equinus","LM1","IMG_5257",-1,0,2,1
"Bovidae","Hippotragini","Hippotragus","equinus","LM1","IMG_5265",-1,0,1,2
"Bovidae","Hippotragini","Hippotragus","equinus","LM1","IMG_5276",-1,0,3,4
"Bovidae","Hippotragini","Hippotragus","equinus","LM1","IMG_5283",-1,0,1,3
"Bovidae","Hippotragini","Hippotragus","equinus","LM1","IMG_5290",-1,0,4,5
"Bovidae","Hippotragini","Hippotragus","equinus","LM1","IMG_5300",-1,0,4,4
"Bovidae","Hippotragini","Hippotragus","niger","LM1","DSC_1033",1,0,4,2
"Bovidae","Hippotragini","Hippotragus","niger","LM1","DSC_1038",1,0,3,1
"Bovidae","Hippotragini","Hippotragus","niger","LM1","DSC_1043",1,0,2,2
"Bovidae","Hippotragini","Hippotragus","niger","LM1","DSC_1048",1,0,5,4
"Bovidae","Hippotragini","Hippotragus","niger","LM1","DSC_1052",1,0,4,3
"Bovidae","Hippotragini","Hippotragus","niger","LM1","DSC_1057",1,0,3,3
"Bovidae","Hippotragini","Hippotragus","niger","LM1","DSC_1063",1,0,2,1
"Bovidae","Hippotragini","Hippotragus","niger","LM1","DSC_1068",1,0,1,2
"Bovidae","Hippotragini","Hippotragus","niger","LM1","DSC_1073",1,0,2,3
"Bovidae","Hippotragini","Hippotragus","niger","LM1","DSCN3950",0,0,1,1
"Bovidae","Hippotragini","Hippotragus","niger","LM1","DSCN5971",-2,0,3,3
"Bovidae","Hippotragini","Hippotragus","niger","LM1","DSCN5978",1,0,4,3
"Bovidae","Hippotragini","Hippotragus","niger","LM1","DSCN5982",1,0,5,5
"Bovidae","Hippotragini","Hippotragus","niger","LM1","DSCN5986",1,0,3,2
"Bovidae","Hippotragini","Hippotragus","niger","LM1","DSCN5990",1,0,1,1
"Bovidae","Hippotragini","Hippotragus","niger","LM1","DSCN5994",-2,0,4,3
"Bovidae","Hippotragini","Hippotragus","niger","LM1","DSCN5998",1,0,3,1
"Bovidae","Hippotragini","Hippotragus","niger","LM1","DSCN6005",-2,0,1,4
"Bovidae","Hippotragini","Hippotragus","niger","LM1","DSCN6009",0,0,2,4
"Bovidae","Hippotragini","Hippotragus","niger","LM1","DSCN6014",0,0,5,3
"Bovidae","Hippotragini","Hippotragus","niger","LM1","DSCN6017",1,0,4,5
"Bovidae","Hippotragini","Hippotragus","niger","LM1","DSCN6022",1,0,2,4
"Bovidae","Hippotragini","Hippotragus","niger","LM1","DSCN6026",-2,0,4,1
"Bovidae","Hippotragini","Hippotragus","niger","LM1","DSCN6030",1,0,3,2
"Bovidae","Hippotragini","Hippotragus","niger","LM1","IMG_1504",1,0,1,2
"Bovidae","Hippotragini","Hippotragus","niger","LM1","IMG_5195",-1,0,2,5
"Bovidae","Hippotragini","Hippotragus","niger","LM1","IMG_5208",-1,0,1,4
"Bovidae","Hippotragini","Oryx","gazella","LM1","DSC_0957",-2,0,1,1
"Bovidae","Hippotragini","Oryx","gazella","LM1","DSC_0960",1,0,3,1
"Bovidae","Hippotragini","Oryx","gazella","LM1","DSC_0963",-1,-1,4,5
"Bovidae","Hippotragini","Oryx","gazella","LM1","DSC_0968",-1,-1,5,5
"Bovidae","Hippotragini","Oryx","gazella","LM1","DSC_0972",1,0,5,4
"Bovidae","Hippotragini","Oryx","gazella","LM1","DSC_0973",1,0,5,5
"Bovidae","Hippotragini","Oryx","gazella","LM1","DSC_0976",1,0,4,3
"Bovidae","Hippotragini","Oryx","gazella","LM1","DSC_0981",-1,0,2,5
"Bovidae","Hippotragini","Oryx","gazella","LM1","DSC_0985",1,0,1,4
"Bovidae","Hippotragini","Oryx","gazella","LM1","DSC_0988",1,0,4,2
"Bovidae","Hippotragini","Oryx","gazella","LM1","DSC_0993",-1,0,4,1
"Bovidae","Hippotragini","Oryx","gazella","LM1","DSC_0998",-2,0,1,2
"Bovidae","Hippotragini","Oryx","gazella","LM1","DSCN3852",1,0,3,3
"Bovidae","Hippotragini","Oryx","gazella","LM1","DSCN3856",0,0,5,1
"Bovidae","Hippotragini","Oryx","gazella","LM1","DSCN3863",0,0,4,3
"Bovidae","Hippotragini","Oryx","gazella","LM1","DSCN3867",-2,0,1,3
"Bovidae","Hippotragini","Oryx","gazella","LM1","DSCN3871",1,0,2,1
"Bovidae","Hippotragini","Oryx","gazella","LM1","DSCN3874",1,0,2,2
"Bovidae","Hippotragini","Oryx","gazella","LM1","DSCN3878",1,0,2,4
"Bovidae","Hippotragini","Oryx","gazella","LM1","DSCN3886",0,0,1,2
"Bovidae","Hippotragini","Oryx","gazella","LM1","DSCN3921",1,0,3,4
"Bovidae","Hippotragini","Oryx","gazella","LM1","DSCN3925",0,0,5,2
"Bovidae","Hippotragini","Oryx","gazella","LM1","DSCN6048",-2,0,3,1
"Bovidae","Hippotragini","Oryx","gazella","LM1","DSCN6052",-2,0,3,4
"Bovidae","Hippotragini","Oryx","gazella","LM1","DSCN6057",-2,0,2,4
"Bovidae","Neotragini","Oreotragus","oreotragus","LM1","DSCN5555",1,0,1,5
"Bovidae","Neotragini","Oreotragus","oreotragus","LM1","DSCN5559",1,0,2,4
"Bovidae","Neotragini","Oreotragus","oreotragus","LM1","DSCN5563",1,0,5,5
"Bovidae","Neotragini","Oreotragus","oreotragus","LM1","DSCN5567",1,0,4,4
"Bovidae","Neotragini","Oreotragus","oreotragus","LM1","DSCN5571",1,0,2,2
"Bovidae","Neotragini","Oreotragus","oreotragus","LM1","DSCN5575",1,0,1,1
"Bovidae","Neotragini","Oreotragus","oreotragus","LM1","DSCN5579",1,0,2,4
"Bovidae","Neotragini","Oreotragus","oreotragus","LM1","DSCN5582",1,0,1,4
"Bovidae","Neotragini","Oreotragus","oreotragus","LM1","DSCN5586",1,0,2,1
"Bovidae","Neotragini","Oreotragus","oreotragus","LM1","DSCN5590",1,0,5,3
"Bovidae","Neotragini","Oreotragus","oreotragus","LM1","DSCN5594",1,0,3,4
"Bovidae","Neotragini","Oreotragus","oreotragus","LM1","DSCN5598",1,0,2,4
"Bovidae","Neotragini","Oreotragus","oreotragus","LM1","IMG_1247",0,0,4,1
"Bovidae","Neotragini","Oreotragus","oreotragus","LM1","IMG_1255",1,0,4,2
"Bovidae","Neotragini","Oreotragus","oreotragus","LM1","IMG_1268",-2,0,5,2
"Bovidae","Neotragini","Oreotragus","oreotragus","LM1","IMG_1273",-2,0,1,2
"Bovidae","Neotragini","Oreotragus","oreotragus","LM1","IMG_1280",1,0,2,1
"Bovidae","Neotragini","Oreotragus","oreotragus","LM1","IMG_1290",1,0,1,2
"Bovidae","Neotragini","Oreotragus","oreotragus","LM1","IMG_1316",1,0,4,5
"Bovidae","Neotragini","Oreotragus","oreotragus","LM1","IMG_1326",1,0,5,4
"Bovidae","Neotragini","Oreotragus","oreotragus","LM1","IMG_1360",1,0,3,3
"Bovidae","Neotragini","Oreotragus","oreotragus","LM1","IMG_4803",-1,0,4,2
"Bovidae","Neotragini","Oreotragus","oreotragus","LM1","IMG_4816",-1,0,3,3
"Bovidae","Neotragini","Oreotragus","oreotragus","LM1","IMG_4828",-1,0,5,4
"Bovidae","Neotragini","Oreotragus","oreotragus","LM1","IMG_4835",-1,0,3,2
"Bovidae","Neotragini","Oreotragus","oreotragus","LM1","IMG_4846",-1,0,4,2
"Bovidae","Neotragini","Oreotragus","oreotragus","LM1","IMG_4857",-1,0,1,1
"Bovidae","Neotragini","Oreotragus","oreotragus","LM1","IMG_4865",-1,0,2,2
"Bovidae","Neotragini","Oreotragus","oreotragus","LM1","IMG_4877",-1,0,3,2
"Bovidae","Neotragini","Oreotragus","oreotragus","LM1","IMG_4890",-1,0,5,5
"Bovidae","Neotragini","Oreotragus","oreotragus","LM1","IMG_4909",-1,0,4,2
"Bovidae","Neotragini","Oreotragus","oreotragus","LM1","IMG_4918",-1,0,1,2
"Bovidae","Neotragini","Oreotragus","oreotragus","LM1","IMG_4927",-1,0,3,4
"Bovidae","Neotragini","Oreotragus","oreotragus","LM1","IMG_4936",-1,0,3,5
"Bovidae","Neotragini","Ourebia","ourebi","LM1","DSCN3792",1,0,2,5
"Bovidae","Neotragini","Ourebia","ourebi","LM1","DSCN3796",1,0,4,2
"Bovidae","Neotragini","Ourebia","ourebi","LM1","DSCN5630",1,0,4,1
"Bovidae","Neotragini","Ourebia","ourebi","LM1","DSCN5634",1,0,5,3
"Bovidae","Neotragini","Ourebia","ourebi","LM1","DSCN5638",1,0,1,5
"Bovidae","Neotragini","Ourebia","ourebi","LM1","DSCN5642",1,0,3,5
"Bovidae","Neotragini","Ourebia","ourebi","LM1","DSCN5646",1,0,1,1
"Bovidae","Neotragini","Ourebia","ourebi","LM1","DSCN5650",1,0,4,4
"Bovidae","Neotragini","Ourebia","ourebi","LM1","DSCN5654",-2,0,2,4
"Bovidae","Neotragini","Ourebia","ourebi","LM1","IMG_1063",1,0,2,5
"Bovidae","Neotragini","Ourebia","ourebi","LM1","IMG_1079",1,0,4,3
"Bovidae","Neotragini","Ourebia","ourebi","LM1","IMG_1086",1,0,2,4
"Bovidae","Neotragini","Ourebia","ourebi","LM1","IMG_1094",1,0,4,3
"Bovidae","Neotragini","Ourebia","ourebi","LM1","IMG_1107",1,0,5,4
"Bovidae","Neotragini","Ourebia","ourebi","LM1","IMG_1115",1,0,1,5
"Bovidae","Neotragini","Ourebia","ourebi","LM1","IMG_1123",1,0,4,2
"Bovidae","Neotragini","Ourebia","ourebi","LM1","IMG_1131",1,0,5,2
"Bovidae","Neotragini","Ourebia","ourebi","LM1","IMG_1139",1,0,1,1
"Bovidae","Neotragini","Ourebia","ourebi","LM1","IMG_1147",1,0,3,3
