"family","tribe","genus","species","type","image","complete","corrupt","folds_species","folds_tribe"
"Bovidae","Alcelaphini","Connochaetes","gnou","UM1","DSCN2569",-2,0,3,2
"Bovidae","Alcelaphini","Connochaetes","gnou","UM1","DSCN2574",1,0,5,5
"Bovidae","Alcelaphini","Connochaetes","gnou","UM1","DSCN2578",1,0,5,1
"Bovidae","Alcelaphini","Connochaetes","gnou","UM1","DSCN2583",1,0,1,3
"Bovidae","Alcelaphini","Connochaetes","gnou","UM1","DSCN2587",1,0,3,3
"Bovidae","Alcelaphini","Connochaetes","gnou","UM1","DSCN2592",1,0,3,5
"Bovidae","Alcelaphini","Connochaetes","gnou","UM1","DSCN2599",1,0,5,1
"Bovidae","Alcelaphini","Connochaetes","gnou","UM1","DSCN2603",1,0,3,4
"Bovidae","Alcelaphini","Connochaetes","gnou","UM1","DSCN2608",1,0,3,3
"Bovidae","Alcelaphini","Connochaetes","gnou","UM1","DSCN2702",1,1,2,4
"Bovidae","Alcelaphini","Connochaetes","gnou","UM1","DSCN2741",1,0,4,5
"Bovidae","Alcelaphini","Connochaetes","gnou","UM1","DSCN3116",0,0,4,3
"Bovidae","Alcelaphini","Connochaetes","gnou","UM1","DSCN3123",0,0,2,5
"Bovidae","Alcelaphini","Connochaetes","gnou","UM1","DSCN4159",0,0,2,3
"Bovidae","Alcelaphini","Connochaetes","gnou","UM1","DSCN4694",1,0,1,3
"Bovidae","Alcelaphini","Connochaetes","gnou","UM1","DSCN4698",1,0,2,3
"Bovidae","Alcelaphini","Connochaetes","gnou","UM1","DSCN4702",1,0,3,2
"Bovidae","Alcelaphini","Connochaetes","gnou","UM1","DSCN4706",1,0,4,2
"Bovidae","Alcelaphini","Connochaetes","gnou","UM1","DSCN4710",1,0,1,1
"Bovidae","Alcelaphini","Connochaetes","gnou","UM1","DSCN4714",-1,0,1,1
"Bovidae","Alcelaphini","Connochaetes","taurinus","UM1","DSCN2706",-1,0,NA,2
"Bovidae","Alcelaphini","Connochaetes","taurinus","UM1","DSCN2710",1,0,NA,2
"Bovidae","Alcelaphini","Connochaetes","taurinus","UM1","DSCN2714",-1,0,NA,1
"Bovidae","Alcelaphini","Connochaetes","taurinus","UM1","DSCN2719",-1,0,NA,5
"Bovidae","Alcelaphini","Connochaetes","taurinus","UM1","DSCN2723",1,0,NA,4
"Bovidae","Alcelaphini","Connochaetes","taurinus","UM1","DSCN2727",1,0,NA,5
"Bovidae","Alcelaphini","Connochaetes","taurinus","UM1","DSCN2731",-1,0,NA,4
"Bovidae","Alcelaphini","Connochaetes","taurinus","UM1","DSCN2735",1,0,NA,4
"Bovidae","Alcelaphini","Connochaetes","taurinus","UM1","DSCN2738",1,0,NA,5
"Bovidae","Alcelaphini","Connochaetes","taurinus","UM1","DSCN2749",1,0,NA,1
"Bovidae","Alcelaphini","Connochaetes","taurinus","UM1","DSCN2753",1,0,NA,1
"Bovidae","Alcelaphini","Connochaetes","taurinus","UM1","DSCN2757",1,0,NA,3
"Bovidae","Alcelaphini","Connochaetes","taurinus","UM1","DSCN2761",1,0,NA,2
"Bovidae","Alcelaphini","Connochaetes","taurinus","UM1","DSCN4182",-1,0,NA,3
"Bovidae","Alcelaphini","Connochaetes","taurinus","UM1","DSCN4185",1,0,NA,5
"Bovidae","Alcelaphini","Connochaetes","taurinus","UM1","DSCN4568",-1,0,NA,1
"Bovidae","Alcelaphini","Connochaetes","taurinus","UM1","DSCN4571",1,0,NA,5
"Bovidae","Alcelaphini","Connochaetes","taurinus","UM1","DSCN4576",1,0,NA,2
"Bovidae","Alcelaphini","Connochaetes","taurinus","UM1","DSCN4579",1,0,NA,4
"Bovidae","Alcelaphini","Connochaetes","taurinus","UM1","DSCN4582",1,0,NA,3
"Bovidae","Alcelaphini","Connochaetes","taurinus","UM1","DSCN4587",-1,0,NA,2
"Bovidae","Alcelaphini","Connochaetes","taurinus","UM1","DSCN4591",-1,0,NA,4
"Bovidae","Alcelaphini","Connochaetes","taurinus","UM1","DSCN4599",1,0,NA,2
"Bovidae","Alcelaphini","Connochaetes","taurinus","UM1","DSCN4606",1,0,NA,1
"Bovidae","Alcelaphini","Connochaetes","taurinus","UM1","DSCN4609",1,0,NA,3
"Bovidae","Alcelaphini","Connochaetes","taurinus","UM1","DSCN4612",1,0,NA,5
"Bovidae","Alcelaphini","Connochaetes","taurinus","UM1","DSCN4616",-2,0,NA,5
"Bovidae","Alcelaphini","Connochaetes","taurinus","UM1","DSCN4620",1,0,NA,2
"Bovidae","Alcelaphini","Connochaetes","taurinus","UM1","DSCN4624",1,0,NA,5
"Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN2939",0,0,3,1
"Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN2943",-1,-1,1,5
"Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN2947",1,0,1,1
"Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN2951",1,0,4,3
"Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN2955",1,0,2,2
"Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN2960",1,0,1,3
"Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN2964",1,0,3,1
"Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN2968",1,0,2,2
"Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN2972",1,0,1,2
"Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN2976",1,0,4,5
"Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN2979",1,0,5,2
"Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN2983",1,0,5,1
"Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN2987",1,0,2,5
"Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN2991",1,0,2,1
"Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN2997",1,0,3,1
"Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN3001",1,0,4,2
"Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN3005",1,0,3,4
"Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN3009",-1,-1,4,2
"Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN3015",1,0,1,4
"Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN4054",1,0,2,1
"Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN4058",1,0,5,4
"Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN4062",1,0,3,4
"Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN4066",1,0,5,5
"Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN4070",1,0,4,4
"Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN4074",1,0,5,4
"Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN4078",1,0,4,4
"Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN4082",1,0,2,1
"Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN4086",1,0,1,3
"Bovidae","Alcelaphini","Damaliscus","dorcas","UM1","DSCN4090",1,0,3,2
"Bovidae","Antilopini","Antidorcas","marsupialis","UM1","DSCN3132",1,1,2,3
"Bovidae","Antilopini","Antidorcas","marsupialis","UM1","DSCN3136",1,1,2,4
"Bovidae","Antilopini","Antidorcas","marsupialis","UM1","DSCN3140",1,1,4,4
"Bovidae","Antilopini","Antidorcas","marsupialis","UM1","DSCN3144",1,1,5,1
"Bovidae","Antilopini","Antidorcas","marsupialis","UM1","DSCN3148",1,0,1,5
"Bovidae","Antilopini","Antidorcas","marsupialis","UM1","DSCN3152",1,1,5,4
"Bovidae","Antilopini","Antidorcas","marsupialis","UM1","DSCN3156",1,1,5,2
"Bovidae","Antilopini","Antidorcas","marsupialis","UM1","DSCN3161",1,0,4,5
"Bovidae","Antilopini","Antidorcas","marsupialis","UM1","DSCN3166",1,0,1,5
"Bovidae","Antilopini","Antidorcas","marsupialis","UM1","DSCN3170",1,0,5,5
"Bovidae","Antilopini","Antidorcas","marsupialis","UM1","DSCN3174",1,0,3,2
"Bovidae","Antilopini","Antidorcas","marsupialis","UM1","DSCN3178",1,1,3,3
"Bovidae","Antilopini","Antidorcas","marsupialis","UM1","DSCN3182",1,1,3,5
"Bovidae","Antilopini","Antidorcas","marsupialis","UM1","DSCN3186",1,1,4,4
"Bovidae","Antilopini","Antidorcas","marsupialis","UM1","DSCN4189",1,1,1,2
"Bovidae","Antilopini","Antidorcas","marsupialis","UM1","DSCN4193",1,0,5,1
"Bovidae","Antilopini","Antidorcas","marsupialis","UM1","DSCN4199",1,1,1,4
"Bovidae","Antilopini","Antidorcas","marsupialis","UM1","DSCN4203",1,1,2,3
"Bovidae","Antilopini","Antidorcas","marsupialis","UM1","DSCN4207",1,1,4,3
"Bovidae","Antilopini","Antidorcas","marsupialis","UM1","DSCN4211",1,1,3,3
"Bovidae","Antilopini","Antidorcas","marsupialis","UM1","DSCN4215",1,1,3,1
"Bovidae","Antilopini","Antidorcas","marsupialis","UM1","DSCN4219",1,0,5,2
"Bovidae","Antilopini","Antidorcas","marsupialis","UM1","DSCN4223",1,0,1,1
"Bovidae","Antilopini","Antidorcas","marsupialis","UM1","DSCN4227",1,0,2,4
"Bovidae","Antilopini","Antidorcas","marsupialis","UM1","DSCN4230",1,0,3,5
"Bovidae","Antilopini","Antidorcas","marsupialis","UM1","DSCN4234",1,1,4,2
"Bovidae","Antilopini","Antidorcas","marsupialis","UM1","DSCN4238",1,1,2,2
"Bovidae","Antilopini","Antidorcas","marsupialis","UM1","DSCN4242",1,0,1,3
"Bovidae","Antilopini","Antidorcas","marsupialis","UM1","DSCN4246",1,0,4,1
"Bovidae","Antilopini","Antidorcas","marsupialis","UM1","DSCN4250",1,0,2,1
"Bovidae","Bovini","Syncerus","caffer","UM1","DSCN3633",1,0,2,3
"Bovidae","Bovini","Syncerus","caffer","UM1","DSCN3638",1,0,3,2
"Bovidae","Bovini","Syncerus","caffer","UM1","DSCN3642",1,0,1,1
"Bovidae","Bovini","Syncerus","caffer","UM1","DSCN3984",-2,0,5,3
"Bovidae","Bovini","Syncerus","caffer","UM1","DSCN3986",0,0,4,2
"Bovidae","Bovini","Syncerus","caffer","UM1","DSCN3990",0,0,5,1
"Bovidae","Bovini","Syncerus","caffer","UM1","DSCN3997",1,0,4,4
"Bovidae","Bovini","Syncerus","caffer","UM1","DSCN4002",1,0,4,5
"Bovidae","Bovini","Syncerus","caffer","UM1","DSCN4006",1,0,5,5
"Bovidae","Bovini","Syncerus","caffer","UM1","DSCN4010",1,0,1,2
"Bovidae","Bovini","Syncerus","caffer","UM1","DSCN4014",1,0,1,2
"Bovidae","Bovini","Syncerus","caffer","UM1","DSCN4020",1,0,3,3
"Bovidae","Bovini","Syncerus","caffer","UM1","DSCN4024",1,0,2,4
"Bovidae","Bovini","Syncerus","caffer","UM1","DSCN4029",1,0,3,3
"Bovidae","Bovini","Syncerus","caffer","UM1","DSCN4033",1,0,5,4
"Bovidae","Bovini","Syncerus","caffer","UM1","DSCN4038",1,0,1,1
"Bovidae","Bovini","Syncerus","caffer","UM1","DSCN5712",1,0,5,1
"Bovidae","Bovini","Syncerus","caffer","UM1","DSCN5718",1,0,2,5
"Bovidae","Bovini","Syncerus","caffer","UM1","DSCN5722",1,0,4,3
"Bovidae","Bovini","Syncerus","caffer","UM1","DSCN5726",0,0,3,5
"Bovidae","Bovini","Syncerus","caffer","UM1","DSCN5730",1,0,2,4
"Bovidae","Bovini","Syncerus","caffer","UM1","DSCN5734",0,0,4,5
"Bovidae","Bovini","Syncerus","caffer","UM1","DSCN5738",1,0,2,4
"Bovidae","Bovini","Syncerus","caffer","UM1","DSCN5742",1,0,1,2
"Bovidae","Bovini","Syncerus","caffer","UM1","DSCN5744",1,0,3,1
"Bovidae","Hippotragini","Hippotragus","equinus","UM1","DSC_0815",1,0,2,3
"Bovidae","Hippotragini","Hippotragus","equinus","UM1","DSC_0821",1,0,4,5
"Bovidae","Hippotragini","Hippotragus","equinus","UM1","DSC_0828",1,0,5,3
"Bovidae","Hippotragini","Hippotragus","equinus","UM1","DSC_0837",1,0,1,5
"Bovidae","Hippotragini","Hippotragus","equinus","UM1","DSC_0843",1,0,2,1
"Bovidae","Hippotragini","Hippotragus","equinus","UM1","DSC_0849",1,0,4,2
"Bovidae","Hippotragini","Hippotragus","equinus","UM1","DSC_0855",1,0,4,2
"Bovidae","Hippotragini","Hippotragus","equinus","UM1","DSC_0861",1,0,5,3
"Bovidae","Hippotragini","Hippotragus","equinus","UM1","DSC_0867",1,0,4,1
"Bovidae","Hippotragini","Hippotragus","equinus","UM1","DSCN3954",1,0,2,5
"Bovidae","Hippotragini","Hippotragus","equinus","UM1","DSCN3959",1,0,1,3
"Bovidae","Hippotragini","Hippotragus","equinus","UM1","DSCN3962",1,0,1,1
"Bovidae","Hippotragini","Hippotragus","equinus","UM1","DSCN3968",1,0,4,1
"Bovidae","Hippotragini","Hippotragus","equinus","UM1","DSCN5769",1,0,3,3
"Bovidae","Hippotragini","Hippotragus","equinus","UM1","DSCN5776",1,0,3,4
"Bovidae","Hippotragini","Hippotragus","equinus","UM1","DSCN5780",1,0,1,5
"Bovidae","Hippotragini","Hippotragus","equinus","UM1","DSCN5783",1,0,2,2
"Bovidae","Hippotragini","Hippotragus","equinus","UM1","DSCN5787",1,0,3,1
"Bovidae","Hippotragini","Hippotragus","equinus","UM1","DSCN5791",1,0,1,2
"Bovidae","Hippotragini","Hippotragus","equinus","UM1","DSCN5795",1,0,3,5
"Bovidae","Hippotragini","Hippotragus","equinus","UM1","DSCN5799",0,0,3,3
"Bovidae","Hippotragini","Hippotragus","equinus","UM1","DSCN5802",1,0,5,4
"Bovidae","Hippotragini","Hippotragus","equinus","UM1","DSCN5806",1,0,2,2
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSC_0873",1,0,2,5
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSC_0879",1,0,2,5
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSC_0885",1,0,4,4
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSC_0890",1,0,3,5
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSC_0893",1,0,3,2
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSC_0899",1,0,5,3
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSC_0905",1,0,5,5
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSC_0911",1,0,4,1
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSC_0916",1,0,3,2
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSC_0922",1,0,1,4
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSCN3929",0,0,2,3
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSCN3932",1,0,1,5
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSCN3935",0,0,3,4
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSCN3942",1,0,4,2
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSCN3946",0,0,5,1
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSCN5852",1,0,3,2
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSCN5855",1,0,1,4
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSCN5859",1,0,5,3
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSCN5863",1,0,4,3
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSCN5867",1,0,1,1
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSCN5871",1,0,3,2
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSCN5875",1,0,5,3
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSCN5879",1,0,4,1
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSCN5883",1,0,3,3
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSCN5887",1,0,4,3
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSCN5891",-2,0,4,5
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSCN5898",1,0,1,2
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSCN5902",1,0,3,1
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSCN5905",1,0,1,3
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSCN5909",1,0,1,1
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSCN5913",1,0,2,4
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSCN5917",1,0,5,4
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSCN5922",1,0,4,3
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSCN5926",1,0,2,5
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSCN5929",1,0,1,4
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSCN5933",1,0,2,1
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSCN5937",0,0,2,2
"Bovidae","Hippotragini","Hippotragus","niger","UM1","DSCN5941",1,0,2,2
"Bovidae","Hippotragini","Oryx","gazella","UM1","DSC_0722",1,0,5,5
"Bovidae","Hippotragini","Oryx","gazella","UM1","DSC_0729",-1,0,2,4
"Bovidae","Hippotragini","Oryx","gazella","UM1","DSC_0734",1,0,1,1
"Bovidae","Hippotragini","Oryx","gazella","UM1","DSC_0736",1,0,3,1
"Bovidae","Hippotragini","Oryx","gazella","UM1","DSC_0739",0,0,4,5
"Bovidae","Hippotragini","Oryx","gazella","UM1","DSC_0745",-1,0,5,5
"Bovidae","Hippotragini","Oryx","gazella","UM1","DSC_0749",-2,0,5,4
"Bovidae","Hippotragini","Oryx","gazella","UM1","DSC_0752",1,0,5,5
"Bovidae","Hippotragini","Oryx","gazella","UM1","DSC_0758",-1,0,4,3
"Bovidae","Hippotragini","Oryx","gazella","UM1","DSC_0763",1,0,2,5
"Bovidae","Hippotragini","Oryx","gazella","UM1","DSC_0766",1,0,1,4
"Bovidae","Hippotragini","Oryx","gazella","UM1","DSC_0772",1,0,4,2
"Bovidae","Hippotragini","Oryx","gazella","UM1","DSC_0778",1,0,4,1
"Bovidae","Hippotragini","Oryx","gazella","UM1","DSC_0783",1,0,1,2
"Bovidae","Hippotragini","Oryx","gazella","UM1","DSC_0789",-2,0,3,3
"Bovidae","Hippotragini","Oryx","gazella","UM1","DSC_0795",1,0,5,1
"Bovidae","Hippotragini","Oryx","gazella","UM1","DSC_0800",1,0,4,3
"Bovidae","Hippotragini","Oryx","gazella","UM1","DSC_0806",1,0,1,3
"Bovidae","Hippotragini","Oryx","gazella","UM1","DSCN3800",1,0,1,1
"Bovidae","Hippotragini","Oryx","gazella","UM1","DSCN3804",1,0,2,2
"Bovidae","Hippotragini","Oryx","gazella","UM1","DSCN3808",1,0,2,4
"Bovidae","Hippotragini","Oryx","gazella","UM1","DSCN3812",1,0,1,2
"Bovidae","Hippotragini","Oryx","gazella","UM1","DSCN3816",1,0,3,4
"Bovidae","Hippotragini","Oryx","gazella","UM1","DSCN3820",1,0,5,2
"Bovidae","Hippotragini","Oryx","gazella","UM1","DSCN3824",1,0,4,1
"Bovidae","Hippotragini","Oryx","gazella","UM1","DSCN3827",1,0,3,4
"Bovidae","Hippotragini","Oryx","gazella","UM1","DSCN3831",1,0,3,4
"Bovidae","Hippotragini","Oryx","gazella","UM1","DSCN3835",-2,0,3,5
"Bovidae","Hippotragini","Oryx","gazella","UM1","DSCN3839",0,0,4,4
"Bovidae","Hippotragini","Oryx","gazella","UM1","DSCN3843",1,0,2,5
"Bovidae","Hippotragini","Oryx","gazella","UM1","DSCN3847",1,0,3,4
"Bovidae","Hippotragini","Oryx","gazella","UM1","DSCN6034",1,0,1,2
"Bovidae","Hippotragini","Oryx","gazella","UM1","DSCN6041",1,0,2,1
"Bovidae","Hippotragini","Oryx","gazella","UM1","DSCN6044",0,0,2,4
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","DSCN5505",1,0,5,4
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","DSCN5509",1,0,3,1
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","DSCN5513",1,0,1,3
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","DSCN5517",1,0,4,4
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","DSCN5521",1,0,4,4
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","DSCN5525",1,0,5,1
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","DSCN5528",1,0,1,2
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","DSCN5531",1,0,2,2
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","DSCN5535",-2,0,1,2
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","DSCN5543",1,0,4,1
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","DSCN5547",1,0,5,3
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","DSCN5551",1,0,3,5
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","IMG_1211",-2,0,4,4
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","IMG_1225",1,0,2,3
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","IMG_1235",-2,0,5,2
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","IMG_1241",1,0,3,3
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","IMG_1297",1,0,4,4
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","IMG_1305",1,0,1,2
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","IMG_1342",1,0,1,2
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","IMG_1348",1,0,3,1
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","IMG_4644",-1,0,5,2
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","IMG_4655",-1,0,4,2
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","IMG_4665",-1,0,1,5
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","IMG_4668",-1,0,2,2
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","IMG_4683",-1,0,3,2
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","IMG_4690",-1,0,2,4
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","IMG_4699",-1,0,2,5
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","IMG_4707",-1,0,3,5
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","IMG_4714",-1,0,5,2
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","IMG_4961",-1,0,2,2
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","IMG_4973",-1,0,2,3
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","IMG_4979",-1,0,1,5
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","IMG_4987",1,0,4,5
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","IMG_4993",-1,0,3,1
"Bovidae","Neotragini","Oreotragus","oreotragus","UM1","IMG_5000",-1,0,5,4
"Bovidae","Neotragini","Ourebia","ourebi","UM1","DSCN3784",-2,0,5,4
"Bovidae","Neotragini","Ourebia","ourebi","UM1","DSCN3788",1,0,1,5
"Bovidae","Neotragini","Ourebia","ourebi","UM1","DSCN5602",1,0,3,3
"Bovidae","Neotragini","Ourebia","ourebi","UM1","DSCN5606",1,0,3,4
"Bovidae","Neotragini","Ourebia","ourebi","UM1","DSCN5610",1,0,2,3
"Bovidae","Neotragini","Ourebia","ourebi","UM1","DSCN5614",0,0,3,4
"Bovidae","Neotragini","Ourebia","ourebi","UM1","DSCN5618",1,0,1,5
"Bovidae","Neotragini","Ourebia","ourebi","UM1","DSCN5622",1,0,2,2
"Bovidae","Neotragini","Ourebia","ourebi","UM1","DSCN5626",1,0,1,2
"Bovidae","Neotragini","Ourebia","ourebi","UM1","IMG_0899",1,0,5,1
"Bovidae","Neotragini","Ourebia","ourebi","UM1","IMG_0918",1,0,3,3
"Bovidae","Neotragini","Ourebia","ourebi","UM1","IMG_0933",1,0,4,4
