"","image","family","tribe","genus","species","type","complete","corrupt","folds_species","folds_tribe","size"
"64","DSCN2702","Bovidae","Alcelaphini","Connochaetes","gnou","UM1",1,1,2,4,2020.71990946716
"65","DSCN2706","Bovidae","Alcelaphini","Connochaetes","taurinus","UM1",-1,0,NA,2,2066.50648013966
"66","DSCN2710","Bovidae","Alcelaphini","Connochaetes","taurinus","UM1",1,0,NA,2,2150.51726565468
"67","DSCN2714","Bovidae","Alcelaphini","Connochaetes","taurinus","UM1",-1,0,NA,1,2250.99475487884
"68","DSCN2719","Bovidae","Alcelaphini","Connochaetes","taurinus","UM1",-1,0,NA,5,2369.82899928748
"69","DSCN2723","Bovidae","Alcelaphini","Connochaetes","taurinus","UM1",1,0,NA,4,2161.1317350813
"70","DSCN2727","Bovidae","Alcelaphini","Connochaetes","taurinus","UM1",1,0,NA,5,2194.60188627922
"71","DSCN2731","Bovidae","Alcelaphini","Connochaetes","taurinus","UM1",-1,0,NA,4,2309.07549774145
"72","DSCN2735","Bovidae","Alcelaphini","Connochaetes","taurinus","UM1",1,0,NA,4,2473.43559768317
"73","DSCN2738","Bovidae","Alcelaphini","Connochaetes","taurinus","UM1",1,0,NA,5,2067.46926812113
"74","DSCN2741","Bovidae","Alcelaphini","Connochaetes","gnou","UM1",1,0,4,5,2025.90983291552
"75","DSCN2749","Bovidae","Alcelaphini","Connochaetes","taurinus","UM1",1,0,NA,1,2245.09032616195
"76","DSCN2753","Bovidae","Alcelaphini","Connochaetes","taurinus","UM1",1,0,NA,1,2274.87660783729
"77","DSCN2757","Bovidae","Alcelaphini","Connochaetes","taurinus","UM1",1,0,NA,3,1986.42922808824
"78","DSCN2761","Bovidae","Alcelaphini","Connochaetes","taurinus","UM1",1,0,NA,2,2287.4364671784
"79","DSCN2812","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM1",1,0,4,4,1922.05468077829
"80","DSCN2816","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM1",1,0,2,4,1989.52038614606
"81","DSCN2820","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM1",1,0,4,3,2045.65410764464
"82","DSCN2824","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM1",1,0,5,4,1837.63463359912
"83","DSCN2828","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM1",1,0,2,2,1848.32613181696
"84","DSCN2832","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM1",1,0,4,2,2002.12411624026
"85","DSCN2836","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM1",0,0,1,5,1832.45190389041
"86","DSCN2848","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM1",1,0,1,1,1882.14636655027
"87","DSCN2852","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM1",1,0,2,3,1845.23628630199
"88","DSCN2860","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM1",1,0,5,4,1696.35688203972
"89","DSCN2864","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM1",1,0,1,3,1962.65211067694
"90","DSCN2868","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM1",1,0,3,1,1776.2478706064
"91","DSCN2935","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM1",1,0,3,3,1741.83677641121
"92","DSCN2939","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",0,0,3,1,1644.41314394565
"93","DSCN2943","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",-1,-1,1,5,1365.5429209494
"94","DSCN2947","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,1,1,1624.96127436022
"95","DSCN2951","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,4,3,1576.1298985049
"96","DSCN2955","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,2,2,1682.57136988029
"97","DSCN2960","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,1,3,1615.52760803733
"98","DSCN2964","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,3,1,1632.14463420483
"99","DSCN2968","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,2,2,1659.21148879632
"100","DSCN2972","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,1,2,1746.27458607881
"101","DSCN2976","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,4,5,1772.66150277479
"102","DSCN2979","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,5,2,1843.09464910319
"103","DSCN2983","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,5,1,1683.77542901253
"104","DSCN2987","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,2,5,1546.79385214233
"105","DSCN2991","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,2,1,1659.18138895682
"106","DSCN2997","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,3,1,1853.74040261404
"107","DSCN3001","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,4,2,1783.38883844406
"108","DSCN3005","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,3,4,1708.34590049077
"109","DSCN3009","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",-1,-1,4,2,1565.04021590756
"110","DSCN3015","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,1,4,1638.68697455418
"111","DSCN3116","Bovidae","Alcelaphini","Connochaetes","gnou","UM1",0,0,4,3,2015.17680140902
"112","DSCN3123","Bovidae","Alcelaphini","Connochaetes","gnou","UM1",0,0,2,5,1892.68296699198
"113","DSCN3132","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,1,2,3,1402.21615226511
"114","DSCN3136","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,1,2,4,1382.00739254189
"115","DSCN3140","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,1,4,4,1449.58721571051
"116","DSCN3144","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,1,5,1,1273.00934498814
"117","DSCN3148","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,0,1,5,1515.72789685483
"118","DSCN3152","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,1,5,4,1485.07205154156
"119","DSCN3156","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,1,5,2,1340.51315480315
"120","DSCN3161","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,0,4,5,1513.05687272972
"121","DSCN3166","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,0,1,5,1558.53219560634
"122","DSCN3170","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,0,5,5,1296.12325332117
"123","DSCN3174","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,0,3,2,1586.95671898351
"124","DSCN3178","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,1,3,3,1492.8075377261
"125","DSCN3182","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,1,3,5,1431.58829601565
"126","DSCN3186","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,1,4,4,1437.53837556513
"127","DSCN3237","Bovidae","Tragelaphini","Taurotragus","oryx","UM1",-1,0,4,4,2935.69083138042
"128","DSCN3241","Bovidae","Tragelaphini","Taurotragus","oryx","UM1",-1,0,2,2,2769.5990579919
"129","DSCN3245","Bovidae","Tragelaphini","Taurotragus","oryx","UM1",-1,0,1,4,2985.06653102148
"130","DSCN3249","Bovidae","Tragelaphini","Taurotragus","oryx","UM1",-1,0,1,5,2671.57486842131
"131","DSCN3253","Bovidae","Tragelaphini","Taurotragus","oryx","UM1",-1,0,1,3,3012.03186309981
"132","DSCN3257","Bovidae","Tragelaphini","Taurotragus","oryx","UM1",-1,0,5,2,2665.08455996805
"133","DSCN3261","Bovidae","Tragelaphini","Taurotragus","oryx","UM1",-1,0,2,2,2568.07847491429
"134","DSCN3265","Bovidae","Tragelaphini","Taurotragus","oryx","UM1",-1,0,3,2,3089.06937961698
"135","DSCN3269","Bovidae","Tragelaphini","Taurotragus","oryx","UM1",-1,0,2,3,3416.72404558073
"136","DSCN3275","Bovidae","Tragelaphini","Taurotragus","oryx","UM1",-1,0,5,5,2672.09762966896
"137","DSCN3278","Bovidae","Tragelaphini","Taurotragus","oryx","UM1",-1,0,2,3,3054.60965661605
"138","DSCN3282","Bovidae","Tragelaphini","Taurotragus","oryx","UM1",-1,0,1,3,2638.73544737793
"139","DSCN3285","Bovidae","Tragelaphini","Taurotragus","oryx","UM1",-1,0,2,1,2985.00524923323
"140","DSCN3324","Bovidae","Tragelaphini","Tragelaphus","scriptus","UM1",-1,0,4,1,1330.8617999664
"141","DSCN3326","Bovidae","Tragelaphini","Tragelaphus","scriptus","UM1",-1,0,5,3,1193.78062664701
"142","DSCN3329","Bovidae","Tragelaphini","Tragelaphus","scriptus","UM1",-1,0,3,5,1233.35237763216
"143","DSCN3347","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","UM1",-1,0,NA,5,2460.56905806656
"144","DSCN3351","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","UM1",-1,0,NA,5,2247.7965531124
"145","DSCN3354","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","UM1",-1,0,NA,1,2354.64548436325
"146","DSCN3357","Bovidae","Tragelaphini","Tragelaphus","strepsiceros","UM1",-1,0,NA,3,2524.90765255528
"147","DSCN3375","Bovidae","Reduncini","Redunca","fulvorufulva","UM1",-1,0,1,1,1196.34081457753
"148","DSCN3378","Bovidae","Reduncini","Redunca","fulvorufulva","UM1",-1,0,3,4,1208.34693622131
"149","DSCN3381","Bovidae","Reduncini","Redunca","fulvorufulva","UM1",-1,0,2,5,1175.20724135163
"150","DSCN3385","Bovidae","Reduncini","Redunca","fulvorufulva","UM1",-1,0,4,1,1386.55571427287
"151","DSCN3452","Bovidae","Reduncini","Redunca","arundinum","UM1",-1,0,3,1,1542.69328768979
"152","DSCN3456","Bovidae","Reduncini","Redunca","arundinum","UM1",-1,0,4,1,1639.11558766724
"153","DSCN3458","Bovidae","Reduncini","Redunca","arundinum","UM1",-1,0,3,1,1801.82252241459
"154","DSCN3461","Bovidae","Reduncini","Redunca","arundinum","UM1",-1,0,4,1,1370.83473049141
"155","DSCN3464","Bovidae","Reduncini","Redunca","arundinum","UM1",-1,0,1,5,1427.4560340874
"156","DSCN3468","Bovidae","Reduncini","Redunca","arundinum","UM1",-1,0,1,2,1607.13235860233
"157","DSCN3473","Bovidae","Reduncini","Redunca","arundinum","UM1",-1,0,5,3,1629.41013046886
"158","DSCN3481","Bovidae","Reduncini","Redunca","arundinum","UM1",-1,0,1,2,1760.97705608672
"159","DSCN3487","Bovidae","Reduncini","Redunca","arundinum","UM1",-1,0,3,5,1544.22133264415
"160","DSCN3491","Bovidae","Reduncini","Redunca","arundinum","UM1",-1,0,4,2,1569.301374355
"161","DSCN3512","Bovidae","Reduncini","Redunca","fulvorufulva","UM1",-1,0,4,3,1145.92877101709
"162","DSCN3515","Bovidae","Reduncini","Redunca","fulvorufulva","UM1",-1,0,3,3,1241.72639593724
"163","DSCN3527","Bovidae","Reduncini","Kobus","leche","UM1",-1,0,3,5,1678.5913769631
"164","DSCN3531","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM1",-1,1,4,4,2192.03625181045
"165","DSCN3540","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM1",-1,1,3,4,2288.48425139723
"166","DSCN3616","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM1",-1,1,5,1,2365.38129610544
"167","DSCN3620","Bovidae","Reduncini","Kobus","ellipsiprymnus","UM1",-1,1,1,2,2336.83251931216
"168","DSCN3633","Bovidae","Bovini","Syncerus","caffer","UM1",1,0,2,3,3190.4856638539
"169","DSCN3638","Bovidae","Bovini","Syncerus","caffer","UM1",1,0,3,2,3300.59538177279
"170","DSCN3642","Bovidae","Bovini","Syncerus","caffer","UM1",1,0,1,1,3881.47644495132
"171","DSCN3646","Bovidae","Neotragini","Raphicerus","campestris","UM1",-1,0,3,3,896.498207928586
"172","DSCN3650","Bovidae","Neotragini","Raphicerus","campestris","UM1",-1,0,1,3,935.847527088559
"173","DSCN3653","Bovidae","Neotragini","Raphicerus","campestris","UM1",-1,0,3,3,874.570247260184
"174","DSCN3657","Bovidae","Neotragini","Raphicerus","campestris","UM1",-1,0,2,3,772.498171248204
"175","DSCN3661","Bovidae","Neotragini","Raphicerus","campestris","UM1",-1,0,5,1,841.501934847709
"176","DSCN3664","Bovidae","Neotragini","Raphicerus","campestris","UM1",-1,0,2,4,847.95190217143
"177","DSCN3682","Bovidae","Neotragini","Raphicerus","campestris","UM1",-1,0,1,2,811.726688340031
"178","DSCN3685","Bovidae","Neotragini","Raphicerus","campestris","UM1",-1,0,5,1,889.613393354149
"179","DSCN3689","Bovidae","Neotragini","Raphicerus","campestris","UM1",-1,0,1,2,897.085895195379
"180","DSCN3693","Bovidae","Neotragini","Raphicerus","campestris","UM1",-1,0,1,4,868.794582705077
"181","DSCN3697","Bovidae","Neotragini","Raphicerus","campestris","UM1",-1,0,2,4,874.781583271401
"182","DSCN3702","Bovidae","Neotragini","Raphicerus","campestris","UM1",-1,0,4,2,842.707469042162
"183","DSCN3709","Bovidae","Neotragini","Raphicerus","campestris","UM1",-1,0,3,5,885.499314965213
"184","DSCN3757","Bovidae","Neotragini","Pelea","capreolus","UM1",1,0,5,2,1067.01413057415
"185","DSCN3761","Bovidae","Neotragini","Pelea","capreolus","UM1",0,0,5,1,1097.91423741904
"186","DSCN3765","Bovidae","Neotragini","Pelea","capreolus","UM1",1,0,5,2,1137.46511827367
"187","DSCN3784","Bovidae","Neotragini","Ourebia","ourebi","UM1",-2,0,5,4,1123.97138537198
"188","DSCN3788","Bovidae","Neotragini","Ourebia","ourebi","UM1",1,0,1,5,961.79993127552
"189","DSCN3800","Bovidae","Hippotragini","Oryx","gazella","UM1",1,0,1,1,2527.28401573371
"190","DSCN3804","Bovidae","Hippotragini","Oryx","gazella","UM1",1,0,2,2,2344.74781022599
"191","DSCN3808","Bovidae","Hippotragini","Oryx","gazella","UM1",1,0,2,4,2016.48604414451
"192","DSCN3812","Bovidae","Hippotragini","Oryx","gazella","UM1",1,0,1,2,2270.14851008441
"193","DSCN3816","Bovidae","Hippotragini","Oryx","gazella","UM1",1,0,3,4,2630.93875505108
"194","DSCN3820","Bovidae","Hippotragini","Oryx","gazella","UM1",1,0,5,2,2330.00661665126
"195","DSCN3824","Bovidae","Hippotragini","Oryx","gazella","UM1",1,0,4,1,2363.83861480297
"196","DSCN3827","Bovidae","Hippotragini","Oryx","gazella","UM1",1,0,3,4,2283.84417347761
"197","DSCN3831","Bovidae","Hippotragini","Oryx","gazella","UM1",1,0,3,4,2270.79618477101
"198","DSCN3835","Bovidae","Hippotragini","Oryx","gazella","UM1",-2,0,3,5,3510.07987691487
"199","DSCN3839","Bovidae","Hippotragini","Oryx","gazella","UM1",0,0,4,4,3313.33143293856
"200","DSCN3843","Bovidae","Hippotragini","Oryx","gazella","UM1",1,0,2,5,2238.01214859825
"201","DSCN3847","Bovidae","Hippotragini","Oryx","gazella","UM1",1,0,3,4,2956.1455383487
"202","DSCN3929","Bovidae","Hippotragini","Hippotragus","niger","UM1",0,0,2,3,2168.63633487237
"203","DSCN3932","Bovidae","Hippotragini","Hippotragus","niger","UM1",1,0,1,5,2649.11121857366
"204","DSCN3935","Bovidae","Hippotragini","Hippotragus","niger","UM1",0,0,3,4,2322.96472427414
"205","DSCN3942","Bovidae","Hippotragini","Hippotragus","niger","UM1",1,0,4,2,2802.8830509339
"206","DSCN3946","Bovidae","Hippotragini","Hippotragus","niger","UM1",0,0,5,1,2038.71374713191
"207","DSCN3954","Bovidae","Hippotragini","Hippotragus","equinus","UM1",1,0,2,5,2850.18003706803
"208","DSCN3959","Bovidae","Hippotragini","Hippotragus","equinus","UM1",1,0,1,3,3321.91031896132
"209","DSCN3962","Bovidae","Hippotragini","Hippotragus","equinus","UM1",1,0,1,1,2884.96994822787
"210","DSCN3968","Bovidae","Hippotragini","Hippotragus","equinus","UM1",1,0,4,1,3077.65990509497
"211","DSCN3984","Bovidae","Bovini","Syncerus","caffer","UM1",-2,0,5,3,3003.84731943164
"212","DSCN3986","Bovidae","Bovini","Syncerus","caffer","UM1",0,0,4,2,3408.51943989072
"213","DSCN3990","Bovidae","Bovini","Syncerus","caffer","UM1",0,0,5,1,2833.05950648054
"214","DSCN3997","Bovidae","Bovini","Syncerus","caffer","UM1",1,0,4,4,3044.7075681637
"215","DSCN4002","Bovidae","Bovini","Syncerus","caffer","UM1",1,0,4,5,3384.03123952783
"216","DSCN4006","Bovidae","Bovini","Syncerus","caffer","UM1",1,0,5,5,3986.37703818621
"217","DSCN4010","Bovidae","Bovini","Syncerus","caffer","UM1",1,0,1,2,3542.07873569007
"218","DSCN4014","Bovidae","Bovini","Syncerus","caffer","UM1",1,0,1,2,3298.75634129381
"219","DSCN4020","Bovidae","Bovini","Syncerus","caffer","UM1",1,0,3,3,3276.57020948456
"220","DSCN4024","Bovidae","Bovini","Syncerus","caffer","UM1",1,0,2,4,3047.65420170991
"221","DSCN4029","Bovidae","Bovini","Syncerus","caffer","UM1",1,0,3,3,3555.74918681342
"222","DSCN4033","Bovidae","Bovini","Syncerus","caffer","UM1",1,0,5,4,3410.90870977256
"223","DSCN4038","Bovidae","Bovini","Syncerus","caffer","UM1",1,0,1,1,3314.13968891392
"224","DSCN4054","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,2,1,1554.55870630761
"225","DSCN4058","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,5,4,1514.90045277772
"226","DSCN4062","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,3,4,1714.92721083158
"227","DSCN4066","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,5,5,1699.54805262345
"228","DSCN4070","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,4,4,1561.04505641462
"229","DSCN4074","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,5,4,1619.76699620115
"230","DSCN4078","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,4,4,1691.39543347178
"231","DSCN4082","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,2,1,1403.59706171829
"232","DSCN4086","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,1,3,1679.79205780693
"233","DSCN4090","Bovidae","Alcelaphini","Damaliscus","dorcas","UM1",1,0,3,2,1483.89012901425
"234","DSCN4140","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM1",1,0,5,2,1964.55494800896
"235","DSCN4144","Bovidae","Alcelaphini","Alcelaphus","buselaphus","UM1",1,0,1,2,1812.4934676841
"236","DSCN4159","Bovidae","Alcelaphini","Connochaetes","gnou","UM1",0,0,2,3,2060.32751901298
"237","DSCN4182","Bovidae","Alcelaphini","Connochaetes","taurinus","UM1",-1,0,NA,3,1898.99785393953
"238","DSCN4185","Bovidae","Alcelaphini","Connochaetes","taurinus","UM1",1,0,NA,5,2101.43341602617
"239","DSCN4189","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,1,1,2,1439.06629152431
"240","DSCN4193","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,0,5,1,1467.46770690639
"241","DSCN4199","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,1,1,4,1537.75728134527
"242","DSCN4203","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,1,2,3,1490.31876847647
"243","DSCN4207","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,1,4,3,1442.8529349732
"244","DSCN4211","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,1,3,3,1387.35995270996
"245","DSCN4215","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,1,3,1,1506.84247923315
"246","DSCN4219","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,0,5,2,1569.90342133259
"247","DSCN4223","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,0,1,1,1520.59218605984
"248","DSCN4227","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,0,2,4,1438.46658246286
"249","DSCN4230","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,0,3,5,1475.67315701795
"250","DSCN4234","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,1,4,2,1509.32502966603
"251","DSCN4238","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,1,2,2,1383.16496565478
"252","DSCN4242","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,0,1,3,1465.27703916476
"253","DSCN4246","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,0,4,1,1484.19262413153
"254","DSCN4250","Bovidae","Antilopini","Antidorcas","marsupialis","UM1",1,0,2,1,1526.73972526741
