"","tribe","species"
"339","Neotragini","capreolus"
"340","Neotragini","capreolus"
"342","Neotragini","capreolus"
"343","Neotragini","capreolus"
"344","Neotragini","capreolus"
"345","Neotragini","capreolus"
"347","Neotragini","capreolus"
"349","Neotragini","campestris"
"350","Neotragini","campestris"
"351","Neotragini","campestris"
"353","Neotragini","campestris"
"354","Neotragini","campestris"
"355","Neotragini","campestris"
"356","Neotragini","campestris"
"358","Neotragini","campestris"
"359","Neotragini","campestris"
"360","Neotragini","campestris"
"361","Neotragini","campestris"
"362","Neotragini","campestris"
"363","Neotragini","campestris"
"365","Neotragini","campestris"
"366","Neotragini","campestris"
"368","Neotragini","campestris"
"369","Neotragini","campestris"
"370","Neotragini","campestris"
"371","Neotragini","campestris"
"373","Neotragini","campestris"
"374","Neotragini","campestris"
"375","Neotragini","campestris"
"377","Neotragini","campestris"
"378","Neotragini","campestris"
"379","Neotragini","campestris"
"380","Neotragini","campestris"
"381","Neotragini","campestris"
"383","Reduncini","ellipsiprymnus"
"384","Reduncini","ellipsiprymnus"
"385","Reduncini","ellipsiprymnus"
"386","Reduncini","ellipsiprymnus"
"387","Reduncini","ellipsiprymnus"
"388","Reduncini","ellipsiprymnus"
"389","Reduncini","ellipsiprymnus"
"390","Reduncini","ellipsiprymnus"
"391","Reduncini","ellipsiprymnus"
"392","Reduncini","ellipsiprymnus"
"395","Reduncini","ellipsiprymnus"
"396","Reduncini","ellipsiprymnus"
"397","Reduncini","ellipsiprymnus"
"398","Reduncini","ellipsiprymnus"
"399","Reduncini","ellipsiprymnus"
"400","Reduncini","ellipsiprymnus"
"402","Reduncini","ellipsiprymnus"
"403","Reduncini","ellipsiprymnus"
"404","Reduncini","ellipsiprymnus"
"405","Reduncini","ellipsiprymnus"
"406","Reduncini","ellipsiprymnus"
"407","Reduncini","ellipsiprymnus"
"408","Reduncini","ellipsiprymnus"
"409","Reduncini","ellipsiprymnus"
"412","Reduncini","leche"
"413","Reduncini","leche"
"414","Reduncini","leche"
"415","Reduncini","leche"
"417","Reduncini","leche"
"418","Reduncini","leche"
"420","Reduncini","leche"
"421","Reduncini","leche"
"422","Reduncini","leche"
"424","Reduncini","leche"
"425","Reduncini","leche"
"426","Reduncini","leche"
"427","Reduncini","leche"
"428","Reduncini","leche"
"429","Reduncini","leche"
"430","Reduncini","leche"
"431","Reduncini","leche"
"432","Reduncini","leche"
"433","Reduncini","leche"
"434","Reduncini","leche"
"435","Reduncini","leche"
"436","Reduncini","arundinum"
"437","Reduncini","arundinum"
"438","Reduncini","arundinum"
"440","Reduncini","arundinum"
"441","Reduncini","arundinum"
"442","Reduncini","arundinum"
"443","Reduncini","arundinum"
"444","Reduncini","arundinum"
"445","Reduncini","arundinum"
"446","Reduncini","arundinum"
"447","Reduncini","arundinum"
"448","Reduncini","arundinum"
"449","Reduncini","arundinum"
"450","Reduncini","arundinum"
"451","Reduncini","arundinum"
"452","Reduncini","arundinum"
"453","Reduncini","arundinum"
"454","Reduncini","arundinum"
"455","Reduncini","arundinum"
"456","Reduncini","arundinum"
"457","Reduncini","arundinum"
"460","Reduncini","arundinum"
"461","Reduncini","arundinum"
"463","Reduncini","fulvorufulva"
"465","Reduncini","fulvorufulva"
"466","Reduncini","fulvorufulva"
"468","Reduncini","fulvorufulva"
"470","Reduncini","fulvorufulva"
"471","Reduncini","fulvorufulva"
"473","Reduncini","fulvorufulva"
"474","Reduncini","fulvorufulva"
"475","Reduncini","fulvorufulva"
"476","Reduncini","fulvorufulva"
"477","Reduncini","fulvorufulva"
"478","Reduncini","fulvorufulva"
"479","Reduncini","fulvorufulva"
"480","Reduncini","fulvorufulva"
"481","Reduncini","fulvorufulva"
"482","Reduncini","fulvorufulva"
"483","Reduncini","fulvorufulva"
"485","Reduncini","fulvorufulva"
"486","Reduncini","fulvorufulva"
"487","Reduncini","fulvorufulva"
"493","Tragelaphini","oryx"
"494","Tragelaphini","oryx"
"495","Tragelaphini","oryx"
"496","Tragelaphini","oryx"
"497","Tragelaphini","oryx"
"498","Tragelaphini","oryx"
"499","Tragelaphini","oryx"
"501","Tragelaphini","oryx"
"502","Tragelaphini","oryx"
"503","Tragelaphini","oryx"
"505","Tragelaphini","oryx"
"507","Tragelaphini","oryx"
"508","Tragelaphini","oryx"
"509","Tragelaphini","oryx"
"510","Tragelaphini","oryx"
"511","Tragelaphini","oryx"
"512","Tragelaphini","oryx"
"513","Tragelaphini","oryx"
"514","Tragelaphini","oryx"
"516","Tragelaphini","scriptus"
"517","Tragelaphini","scriptus"
"518","Tragelaphini","scriptus"
"520","Tragelaphini","scriptus"
"522","Tragelaphini","scriptus"
"523","Tragelaphini","scriptus"
"524","Tragelaphini","scriptus"
"525","Tragelaphini","scriptus"
"526","Tragelaphini","scriptus"
"528","Tragelaphini","scriptus"
"529","Tragelaphini","scriptus"
"530","Tragelaphini","scriptus"
"532","Tragelaphini","scriptus"
"534","Tragelaphini","scriptus"
"535","Tragelaphini","scriptus"
"536","Tragelaphini","scriptus"
"537","Tragelaphini","scriptus"
"538","Tragelaphini","scriptus"
"539","Tragelaphini","scriptus"
"540","Tragelaphini","scriptus"
"541","Tragelaphini","scriptus"
"542","Tragelaphini","scriptus"
"543","Tragelaphini","scriptus"
"544","Tragelaphini","scriptus"
"545","Tragelaphini","scriptus"
"546","Tragelaphini","scriptus"
"547","Tragelaphini","scriptus"
"549","Tragelaphini","scriptus"
"551","Tragelaphini","scriptus"
"553","Tragelaphini","strepsiceros"
"556","Tragelaphini","strepsiceros"
"557","Tragelaphini","strepsiceros"
"558","Tragelaphini","strepsiceros"
"559","Tragelaphini","strepsiceros"
"562","Tragelaphini","strepsiceros"
"563","Tragelaphini","strepsiceros"
"564","Tragelaphini","strepsiceros"
"566","Tragelaphini","strepsiceros"
"567","Tragelaphini","strepsiceros"
"568","Tragelaphini","strepsiceros"
"569","Tragelaphini","strepsiceros"
"570","Tragelaphini","strepsiceros"
"571","Tragelaphini","strepsiceros"
"572","Tragelaphini","strepsiceros"
"573","Tragelaphini","strepsiceros"
"574","Tragelaphini","strepsiceros"
"575","Tragelaphini","strepsiceros"
