"","tribe","species"
"322","Neotragini","ourebi"
"323","Neotragini","ourebi"
"325","Neotragini","capreolus"
"326","Neotragini","capreolus"
"327","Neotragini","capreolus"
"328","Neotragini","capreolus"
"330","Neotragini","capreolus"
"331","Neotragini","capreolus"
"333","Neotragini","capreolus"
"335","Neotragini","capreolus"
"337","Neotragini","capreolus"
"339","Neotragini","capreolus"
"340","Neotragini","capreolus"
"341","Neotragini","capreolus"
"342","Neotragini","capreolus"
"344","Neotragini","campestris"
"345","Neotragini","campestris"
"346","Neotragini","campestris"
"348","Neotragini","campestris"
"349","Neotragini","campestris"
"350","Neotragini","campestris"
"351","Neotragini","campestris"
"352","Neotragini","campestris"
"354","Neotragini","campestris"
"356","Neotragini","campestris"
"357","Neotragini","campestris"
"358","Neotragini","campestris"
"359","Neotragini","campestris"
"360","Neotragini","campestris"
"362","Neotragini","campestris"
"363","Neotragini","campestris"
"364","Neotragini","campestris"
"365","Neotragini","campestris"
"367","Neotragini","campestris"
"368","Neotragini","campestris"
"370","Neotragini","campestris"
"371","Neotragini","campestris"
"372","Neotragini","campestris"
"373","Neotragini","campestris"
"374","Neotragini","campestris"
"375","Neotragini","campestris"
"376","Neotragini","campestris"
"377","Neotragini","campestris"
"381","Neotragini","campestris"
"382","Neotragini","campestris"
"383","Reduncini","ellipsiprymnus"
"384","Reduncini","ellipsiprymnus"
"386","Reduncini","ellipsiprymnus"
"387","Reduncini","ellipsiprymnus"
"389","Reduncini","ellipsiprymnus"
"390","Reduncini","ellipsiprymnus"
"391","Reduncini","ellipsiprymnus"
"392","Reduncini","ellipsiprymnus"
"393","Reduncini","ellipsiprymnus"
"394","Reduncini","ellipsiprymnus"
"396","Reduncini","ellipsiprymnus"
"399","Reduncini","ellipsiprymnus"
"400","Reduncini","ellipsiprymnus"
"401","Reduncini","ellipsiprymnus"
"402","Reduncini","ellipsiprymnus"
"406","Reduncini","ellipsiprymnus"
"407","Reduncini","ellipsiprymnus"
"408","Reduncini","ellipsiprymnus"
"409","Reduncini","ellipsiprymnus"
"410","Reduncini","ellipsiprymnus"
"411","Reduncini","ellipsiprymnus"
"412","Reduncini","leche"
"414","Reduncini","leche"
"416","Reduncini","leche"
"417","Reduncini","leche"
"418","Reduncini","leche"
"419","Reduncini","leche"
"420","Reduncini","leche"
"421","Reduncini","leche"
"422","Reduncini","leche"
"423","Reduncini","leche"
"425","Reduncini","leche"
"426","Reduncini","leche"
"427","Reduncini","leche"
"428","Reduncini","leche"
"430","Reduncini","leche"
"431","Reduncini","leche"
"432","Reduncini","leche"
"433","Reduncini","leche"
"434","Reduncini","leche"
"435","Reduncini","leche"
"436","Reduncini","arundinum"
"437","Reduncini","arundinum"
"438","Reduncini","arundinum"
"439","Reduncini","arundinum"
"440","Reduncini","arundinum"
"441","Reduncini","arundinum"
"442","Reduncini","arundinum"
"447","Reduncini","arundinum"
"448","Reduncini","arundinum"
"449","Reduncini","arundinum"
"450","Reduncini","arundinum"
"451","Reduncini","arundinum"
"452","Reduncini","arundinum"
"454","Reduncini","arundinum"
"455","Reduncini","arundinum"
"456","Reduncini","arundinum"
"457","Reduncini","arundinum"
"458","Reduncini","arundinum"
"459","Reduncini","arundinum"
"460","Reduncini","arundinum"
"462","Reduncini","arundinum"
"464","Reduncini","arundinum"
"465","Reduncini","arundinum"
"466","Reduncini","fulvorufulva"
"467","Reduncini","fulvorufulva"
"468","Reduncini","fulvorufulva"
"469","Reduncini","fulvorufulva"
"470","Reduncini","fulvorufulva"
"472","Reduncini","fulvorufulva"
"473","Reduncini","fulvorufulva"
"475","Reduncini","fulvorufulva"
"476","Reduncini","fulvorufulva"
"477","Reduncini","fulvorufulva"
"478","Reduncini","fulvorufulva"
"480","Reduncini","fulvorufulva"
"482","Reduncini","fulvorufulva"
"483","Reduncini","fulvorufulva"
"484","Reduncini","fulvorufulva"
"485","Reduncini","fulvorufulva"
"486","Reduncini","fulvorufulva"
"487","Reduncini","fulvorufulva"
"488","Reduncini","fulvorufulva"
"489","Reduncini","fulvorufulva"
"490","Reduncini","fulvorufulva"
"491","Reduncini","fulvorufulva"
"492","Reduncini","fulvorufulva"
"493","Reduncini","fulvorufulva"
"494","Reduncini","fulvorufulva"
"495","Reduncini","fulvorufulva"
"496","Reduncini","fulvorufulva"
"497","Tragelaphini","oryx"
"498","Tragelaphini","oryx"
"500","Tragelaphini","oryx"
"502","Tragelaphini","oryx"
"503","Tragelaphini","oryx"
"504","Tragelaphini","oryx"
"505","Tragelaphini","oryx"
"506","Tragelaphini","oryx"
"507","Tragelaphini","oryx"
"508","Tragelaphini","oryx"
"510","Tragelaphini","oryx"
"511","Tragelaphini","oryx"
"512","Tragelaphini","oryx"
"513","Tragelaphini","oryx"
"514","Tragelaphini","oryx"
"515","Tragelaphini","oryx"
"517","Tragelaphini","oryx"
"518","Tragelaphini","oryx"
"519","Tragelaphini","oryx"
"520","Tragelaphini","oryx"
"521","Tragelaphini","oryx"
"523","Tragelaphini","oryx"
"524","Tragelaphini","oryx"
"526","Tragelaphini","scriptus"
"527","Tragelaphini","scriptus"
"529","Tragelaphini","scriptus"
"530","Tragelaphini","scriptus"
"531","Tragelaphini","scriptus"
"532","Tragelaphini","scriptus"
"533","Tragelaphini","scriptus"
"534","Tragelaphini","scriptus"
"536","Tragelaphini","scriptus"
"537","Tragelaphini","scriptus"
"538","Tragelaphini","scriptus"
"539","Tragelaphini","scriptus"
"541","Tragelaphini","scriptus"
"542","Tragelaphini","scriptus"
"545","Tragelaphini","scriptus"
"546","Tragelaphini","scriptus"
"547","Tragelaphini","scriptus"
"548","Tragelaphini","scriptus"
"550","Tragelaphini","scriptus"
"551","Tragelaphini","scriptus"
"552","Tragelaphini","scriptus"
"553","Tragelaphini","scriptus"
"554","Tragelaphini","scriptus"
"555","Tragelaphini","scriptus"
"556","Tragelaphini","strepsiceros"
"557","Tragelaphini","strepsiceros"
"559","Tragelaphini","strepsiceros"
"560","Tragelaphini","strepsiceros"
"561","Tragelaphini","strepsiceros"
"562","Tragelaphini","strepsiceros"
"565","Tragelaphini","strepsiceros"
"566","Tragelaphini","strepsiceros"
"567","Tragelaphini","strepsiceros"
"568","Tragelaphini","strepsiceros"
"570","Tragelaphini","strepsiceros"
"571","Tragelaphini","strepsiceros"
"573","Tragelaphini","strepsiceros"
"574","Tragelaphini","strepsiceros"
"575","Tragelaphini","strepsiceros"
"576","Tragelaphini","strepsiceros"
"577","Tragelaphini","strepsiceros"
"579","Tragelaphini","strepsiceros"
"580","Tragelaphini","strepsiceros"
"581","Tragelaphini","strepsiceros"
"582","Tragelaphini","strepsiceros"
"583","Tragelaphini","strepsiceros"
